dataset,oracle_gain_percent,pairwise_arm_nrmse,policy_normalized_entropy,best_arm_accuracy,base_best_arm_accuracy,best_arm_accuracy_gain_points,policy_skill_centered_alignment,allocation_gain_over_uniform_percent,contrast_correction_rms_ratio,prefix_projectivity_gap,all_finite
Weather,12.496313796550107,0.21042651910753787,0.8685573853606201,0.43206922743055554,0.3043674045138889,0.12770182291666665,0.044647863209926066,-0.775116435945411,2.472453958972004,0.0,True
ETTm1,8.245506278859738,0.15926324097456535,0.9517994099964432,0.4185655381944444,0.26124131944444445,0.15732421874999997,-0.09498042688807366,-0.28917092754918716,11.120842914840857,0.0,True
ETTm2,6.529393953052132,0.084261658137173,0.9852087317914976,0.3369140625,0.24855685763888888,0.08835720486111112,-0.15113035454865148,-0.26924688395002505,3.040228139400901,0.0,True
ETTh1,5.362455526203547,0.3153769029744642,0.9871618946784994,0.3439887152777778,0.2523274739583333,0.09166124131944448,-0.14163074116041677,-0.3060512217344158,2.013673590365593,0.0,True
ETTh2,5.2997917017928,0.0891692902261798,0.9938598462639265,0.329296875,0.26638997395833336,0.06290690104166663,-0.09029933272953959,-0.025525181454333357,0.7264459589156317,0.0,True
