target_horizon,mse,mae,num_samples,num_channels,eval_prefix_steps,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
96,0.11300625477451831,0.22890446707606316,10801,7,96,unified,FAIR_REAUDIT_pcsd_pcc,ETTm2,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,0.15120189860075092,0.264463375788182,10801,7,192,unified,FAIR_REAUDIT_pcsd_pcc,ETTm2,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,0.19605061801017395,0.29978056127826375,10801,7,336,unified,FAIR_REAUDIT_pcsd_pcc,ETTm2,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,0.28271925535777376,0.35325372272895444,10801,7,720,unified,FAIR_REAUDIT_pcsd_pcc,ETTm2,720,best-val,val,1,method_screening,stage_c_fair_reaudit_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
