epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h720_l1
1,1036,0.7119575251598615,0.45959285983247644,0.45959285983247644,0.2090399257234625,0.433247397103595,0.2090399257234625,0.0433247397103595,full,off,1,32,720,0.9516397656769389,0.0001,23.453959703445435,0,3,0.0,1,0,0,0.45959285983247644
2,1036,0.6009571826711124,0.43836153799157346,0.43836153799157346,0.12011350041909798,0.42482143456411176,0.12011350041909798,0.04248214345641118,full,off,1,32,720,0.9406785799604324,9.755282581475769e-05,25.954859733581543,0,3,0.0,2,0,0,0.43836153799157346
3,1036,0.5794009096834191,0.43412132345456417,0.43412132345456417,0.10313267453526898,0.42146912194126823,0.10313267453526898,0.04214691219412683,full,off,1,32,720,0.9405869109349119,9.045084971874738e-05,24.34507441520691,0,3,0.0,3,0,0,0.43412132345456417
4,1036,0.568762408346513,0.4322366776325988,0.4322366776325988,0.09461271194705172,0.41913019091926484,0.09461271194705172,0.04191301909192649,full,off,1,32,720,0.938473296413819,7.938926261462366e-05,24.855337858200073,0,3,0.0,4,0,0,0.4322366776325988
5,1036,0.5619455046060002,0.4308549009810083,0.4308549009810083,0.0893791063426199,0.41711498391329094,0.0893791063426199,0.041711498391329094,full,off,1,32,720,0.9342696512428422,6.545084971874738e-05,26.293638706207275,0,3,0.0,5,0,0,0.4308549009810083
6,1036,0.5578270961879304,0.4300419151437789,0.4300419151437789,0.08619162730843864,0.41593554759808027,0.08619162730843864,0.04159355475980803,full,off,1,32,720,0.9362255552887089,5e-05,25.145347595214844,0,3,0.0,5,1,0,0.4300419151437789
7,1036,0.5549655741936451,0.42916672625021585,0.42916672625021585,0.08429781527305202,0.41501032474763605,0.08429781527305202,0.04150103247476361,full,off,1,32,720,0.9354388100819455,3.4549150281252636e-05,24.158286333084106,0,3,0.0,5,2,0,0.42916672625021585
8,1036,0.5531571478687198,0.4285005894579482,0.4285005894579482,0.08321091935441301,0.4144563885499152,0.08321091935441301,0.04144563885499152,full,off,1,32,720,0.93583399022205,2.061073738537635e-05,26.807251691818237,0,3,0.0,5,3,0,0.4285005894579482
9,1036,0.5523482326375011,0.4283056212553186,0.4283056212553186,0.08263371982629696,0.41408890813704163,0.08263371982629696,0.04140889081370416,full,off,1,32,720,0.9358146623915269,9.549150281252633e-06,26.18991994857788,0,3,0.0,5,4,0,0.4283056212553186
10,1036,0.5518941286102685,0.4281237415940605,0.4281237415940605,0.08238057216852328,0.4138981504042176,0.08238057216852328,0.04138981504042177,full,off,1,32,720,0.9355206618188984,2.4471741852423237e-06,26.04739284515381,0,3,0.0,5,5,0,0.4281237415940605
