scope,residual_mse_norm,residual_mae_norm,max_abs_residual_norm
all,0.31657713651657104,0.450146347284317,4.261546611785889
1-96,0.3591814637184143,0.47889095544815063,4.261546611785889
97-192,0.2739727199077606,0.4214016795158386,2.4968791007995605
