scope,future_local_alignment_loss,future_relation_alignment_loss,future_reconstruction_loss,future_raw_reconstruction_loss,future_normalized_reconstruction_loss,future_alignment_confidence_mean,future_alignment_confidence_min,future_alignment_confidence_max,teacher_student_cosine,prediction_leakage_max_abs
all,0.1804444868774975,0.08487371565664516,0.07359143163570586,0.3196419371839832,0.07359143163570586,0.9402323940221001,0.05000000074505806,0.9997455477714539,0.8175280444762286,0.0
