arm,label,dataset,epochs_ran,best_epoch,best_val_mean_mse,post_best_val_drift_pct,train_loss_drop_pct,first_train_future_alignment_confidence_mean,last_train_future_alignment_confidence_mean
F2-A0,F2-A0_single_prefix_floor000,ETTh2,12,2,0.36482642590999603,6.690271533160841,-25.018157988703937,0.3234309372255358,0.3500571043814643
F2-A0,F2-A0_single_prefix_floor000,Weather,17,7,0.52456234395504,7.013059166373292,-33.01550471160767,0.462099772734454,0.5765429903956725
F2-A1,F2-A1_r3_floor000,ETTh2,13,3,0.36336589232087135,16.134761503525997,-49.62700710700807,0.3836746596761288,0.543594332712312
F2-A1,F2-A1_r3_floor000,Weather,11,1,0.5294902175664902,12.131476148119091,-31.134812461874862,0.5802950818418295,0.45934711535278944
