epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,mse,mae
1,101.9656168860449,0.45625411026494606,0.670723480867668,2029.5164892707073,0.40332603454589844,0.28339362144470215
2,101.78564379416721,0.4186788926976667,0.43577583784788426,2026.9034872592335,0.4181484878063202,0.287105917930603
3,101.11875272468782,0.4096340913797768,0.42750467632857847,2013.7548317170479,0.40751582384109497,0.2793518304824829
4,101.34495970145078,0.40649870536486865,0.41921767760330525,2018.349970817566,0.40083935856819153,0.27966949343681335
5,100.8331825347014,0.40259851578255773,0.37847298131862156,2008.2331803415861,0.40604689717292786,0.2790592312812805
6,100.36926745654831,0.39795147695801625,0.3529409791382266,1999.0733572462914,0.4066867530345917,0.285045325756073
7,100.55589429341572,0.3942855976417031,0.3357186735096112,2002.8964220503685,0.40873029828071594,0.2819257378578186
8,100.01203010955327,0.3916469346994246,0.3182141917272353,1992.0894185455752,0.4109726548194885,0.2902764081954956
9,99.96664588048425,0.3881355724494222,0.3043638035445146,1991.2658155065187,0.4078577160835266,0.28861522674560547
10,99.76643919189212,0.3853139584018311,0.29519177931295315,1987.3272899976919,0.4134654700756073,0.29362449049949646
11,99.43627964610785,0.3822679487122616,0.28834759139678845,1980.7918488139837,0.427623450756073,0.29267004132270813
12,99.05209440412656,0.3785779942614092,0.2841344284759441,1973.1861657693353,0.4214891493320465,0.2949521541595459
13,98.33531065558044,0.3754447820845624,0.27588495339306307,1958.921409338293,0.41370946168899536,0.2821696102619171
14,97.60702567201265,0.37224739664037465,0.2688567036054504,1944.4266739697523,0.42850634455680847,0.288444459438324
