scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.8353871703147888,0.4176560640335083,8.845019340515137,1.5407668352127075,10.774240493774414
segment_0,0.7652800679206848,0.40126967430114746,11.934138298034668,0.6527872085571289,10.774240493774414
segment_1,0.9877964854240417,0.4445194900035858,9.804596900939941,0.8358697891235352,10.774240493774414
segment_2,0.6826273798942566,0.4012592136859894,7.585353374481201,0.7405056953430176,10.774240493774414
segment_3,0.9999781847000122,0.43945902585983276,10.047012329101562,0.8658854365348816,10.774240493774414
segment_4,0.6766975522041321,0.39736223220825195,8.211697578430176,0.6393762826919556,10.774240493774414
segment_5,0.9987031817436218,0.4353307783603668,10.124759674072266,0.9290997385978699,10.774240493774414
segment_6,0.6814466714859009,0.40329018235206604,7.841219425201416,0.6573137044906616,10.774240493774414
segment_7,0.9960414171218872,0.43239787220954895,9.845902442932129,0.8621200323104858,10.774240493774414
segment_8,0.6976376175880432,0.40126049518585205,7.765326023101807,0.693612813949585,10.774240493774414
segment_9,0.9861950874328613,0.43204265832901,9.547097206115723,0.8361724615097046,10.774240493774414
segment_10,0.7022156119346619,0.3996993601322174,7.262564182281494,0.6914962530136108,10.774240493774414
segment_11,0.9841974973678589,0.4355373978614807,9.109278678894043,0.8333333134651184,10.774240493774414
segment_12,0.7016505599021912,0.3987373113632202,7.161708831787109,0.6755479574203491,10.774240493774414
segment_13,0.9789085984230042,0.4395192861557007,9.066720008850098,0.7767054438591003,10.774240493774414
segment_14,0.6914311647415161,0.4031563997268677,7.367920398712158,0.697345495223999,10.774240493774414
