scope,residual_mse_norm,residual_mae_norm,max_abs_residual_norm
all,0.03675830736756325,0.0741349309682846,5.058829307556152
1-96,0.18389828503131866,0.31971102952957153,5.058829307556152
97-192,0.09178902208805084,0.2363009750843048,1.6863813400268555
193-336,0.0,0.0,0.0
337-720,0.0,0.0,0.0
