scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.4191448986530304,0.43502891063690186,7.706241607666016,0.9916172027587891,8.880495071411133
segment_0,0.41394469141960144,0.43234315514564514,7.950139999389648,0.8060309290885925,8.880495071411133
segment_1,0.4138258397579193,0.43320396542549133,7.914588928222656,0.7962908148765564,8.880495071411133
segment_2,0.4135679304599762,0.43304020166397095,7.9741668701171875,0.8051732182502747,8.880495071411133
segment_3,0.41263246536254883,0.432921826839447,7.884389877319336,0.8293476700782776,8.880495071411133
segment_4,0.4131523370742798,0.4343589246273041,7.700707912445068,0.8476346135139465,8.880495071411133
segment_5,0.41646072268486023,0.4339475929737091,7.588815689086914,0.8962101340293884,8.880495071411133
segment_6,0.4185260534286499,0.436278760433197,7.511211395263672,0.97287917137146,8.880495071411133
segment_7,0.4206688702106476,0.4359261393547058,7.505486965179443,1.0270276069641113,8.880495071411133
segment_8,0.42217621207237244,0.43609195947647095,7.484574317932129,1.0550885200500488,8.880495071411133
segment_9,0.42530688643455505,0.4372444152832031,7.425237655639648,1.0526386499404907,8.880495071411133
segment_10,0.4255584478378296,0.4367450177669525,7.457595348358154,1.0854464769363403,8.880495071411133
segment_11,0.4247518479824066,0.4380140006542206,7.532151699066162,1.0955041646957397,8.880495071411133
segment_12,0.42419809103012085,0.43462347984313965,7.724254608154297,1.0849186182022095,8.880495071411133
segment_13,0.4231445789337158,0.43467798829078674,7.875529766082764,1.0601309537887573,8.880495071411133
segment_14,0.41925811767578125,0.4360162019729614,8.064778327941895,1.0148297548294067,8.880495071411133
