epoch,train_loss,mse,mae
1,0.4622573012020439,0.21979476511478424,0.3260340094566345
2,0.38941719476133585,0.22026316821575165,0.3219086527824402
3,0.3621697674971074,0.2089216113090515,0.3196510076522827
4,0.337865742854774,0.21946479380130768,0.32279643416404724
5,0.3191189120989293,0.21440701186656952,0.31995201110839844
6,0.3038121168501675,0.2134789526462555,0.31949204206466675
7,0.291780442930758,0.21222087740898132,0.3186134099960327
8,0.2818087867926806,0.21570760011672974,0.32024723291397095
9,0.27439456852152944,0.21626295149326324,0.3201504647731781
10,0.26890711253508925,0.21385619044303894,0.31867000460624695
11,0.2607381967827678,0.21748541295528412,0.32121607661247253
12,0.2546334955841303,0.21699850261211395,0.3209306597709656
13,0.2486818190664053,0.22027188539505005,0.32172027230262756
