epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h336_l1
1,238,0.7298299740342533,0.4627274858976613,0.4627274858976613,0.17185783079441855,0.9524465977143841,0.17185783079441855,0.09524465977143842,full,off,1,32,336,0.386746781855999,0.0005,4.514073133468628,0,3,0.0,1,0,0,0.4627274858976613
2,238,0.6119853961868447,0.43512688063773786,0.43512688063773786,0.08388607792493676,0.9297243677267507,0.08388607792493676,0.09297243677267508,full,off,1,32,336,0.38905474987058414,0.0004877641290737884,3.927564859390259,0,3,0.0,1,1,0,0.43512688063773786
3,238,0.5553555117935693,0.42446489143772287,0.42446489143772287,0.03817012494414294,0.9272049397480588,0.03817012494414294,0.09272049397480589,full,off,1,32,336,0.4221688302100769,0.0004522542485937369,4.152817726135254,0,3,0.0,1,2,0,0.42446489143772287
4,238,0.5298386805949091,0.4158584427933733,0.4158584427933733,0.021691905076325943,0.9228833197545605,0.021691905076325943,0.09228833197545605,full,off,1,32,336,0.42029308348095845,0.0003969463130731183,4.222624063491821,0,3,0.0,1,3,0,0.4158584427933733
5,238,0.5179049306306518,0.41051290879229535,0.41051290879229535,0.015801492182365737,0.915905286284054,0.015801492182365737,0.0915905286284054,full,off,1,32,336,0.40581138232456787,0.00032725424859373687,3.9825809001922607,0,3,0.0,1,4,0,0.41051290879229535
6,238,0.5109578642775031,0.4071916078819948,0.4071916078819948,0.012654196361408514,0.9111205900416655,0.012654196361408514,0.09111205900416655,full,off,1,32,336,0.4304743269014926,0.00025,3.917203187942505,0,3,0.0,1,5,0,0.4071916078819948
7,238,0.5040696904438884,0.40234825941694885,0.40234825941694885,0.010914573389175935,0.908068569517937,0.010914573389175935,0.0908068569517937,full,off,1,32,336,0.4454148192224758,0.00017274575140626317,4.04319953918457,0,3,0.0,1,6,0,0.40234825941694885
8,238,0.5019950707670019,0.40195732394687267,0.40195732394687267,0.00942232895705129,0.9061541685036251,0.00942232895705129,0.0906154168503625,full,off,1,32,336,0.4339829547596829,0.00010305368692688174,4.2295753955841064,0,3,0.0,1,7,0,0.40195732394687267
9,238,0.4972771570211699,0.3980448551538612,0.3980448551538612,0.008732436694392637,0.9049986530752743,0.008732436694392637,0.09049986530752743,full,off,1,32,336,0.44167854843129006,4.7745751406263163e-05,3.929905414581299,0,3,0.0,1,8,0,0.3980448551538612
10,238,0.4957709313691163,0.39721656609483125,0.39721656609483125,0.008099572173468456,0.9045479042189462,0.008099572173468456,0.09045479042189462,full,off,1,32,336,0.44273737857916523,1.2235870926211617e-05,3.9400758743286133,0,3,0.0,1,9,0,0.39721656609483125
