epoch,train_loss,mse,mae
1,0.35971460378531256,0.6638479828834534,0.549220860004425
2,0.3316827839748426,0.6617291569709778,0.5499544739723206
3,0.3218764080242677,0.6807690858840942,0.5569925308227539
4,0.31270064786076546,0.6708006262779236,0.5495640635490417
5,0.30266288408275804,0.7355871796607971,0.5698534250259399
6,0.292820615637483,0.7335581183433533,0.5669496059417725
7,0.2842221280390566,0.7907804250717163,0.5843298435211182
8,0.27655294125504565,0.8089934587478638,0.5906606912612915
9,0.26978756380126334,0.7959153056144714,0.5842872858047485
10,0.26381239825577446,0.8100312948226929,0.5909705758094788
11,0.2572974470077139,0.83762526512146,0.5988104939460754
12,0.2519370074186361,0.8259172439575195,0.5964255928993225
