epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h192_l1
1,138,0.5199632437332816,0.40428515944791876,0.40428515944791876,0.06631611921972987,0.49361965233001154,0.06631611921972987,0.049361965233001154,full,off,1,32,192,0.28998423309531063,0.0005,2.730983257293701,0,3,0.0,1,0,0,0.40428515944791876
2,138,0.4071041000062141,0.3298752703096556,0.3298752703096556,0.0338650716441697,0.43363758943219116,0.0338650716441697,0.043363758943219116,full,off,1,32,192,0.25620630953926593,0.0004877641290737884,2.113652229309082,0,3,0.0,2,0,0,0.3298752703096556
3,138,0.38485325484172156,0.31736481427282526,0.31736481427282526,0.025447207300559334,0.42041232231734454,0.025447207300559334,0.042041232231734456,full,off,1,32,192,0.27729000872932374,0.0004522542485937369,2.063533067703247,0,3,0.0,2,1,0,0.31736481427282526
4,138,0.3734860884538595,0.3111382934494295,0.3111382934494295,0.020890105488723602,0.41457690773666767,0.020890105488723602,0.04145769077366677,full,off,1,32,192,0.27091870176567073,0.0003969463130731183,2.1051042079925537,0,3,0.0,2,2,0,0.3111382934494295
5,138,0.3660397719645846,0.3067401863526607,0.3067401863526607,0.018152402039023414,0.4114718469588653,0.018152402039023414,0.04114718469588653,full,off,1,32,192,0.29678474747925065,0.00032725424859373687,1.985832929611206,0,3,0.0,2,3,0,0.3067401863526607
6,138,0.3604675889879033,0.3032437634208928,0.3032437634208928,0.01629448778576393,0.4092933786088142,0.01629448778576393,0.040929337860881425,full,off,1,32,192,0.293073031110301,0.00025,2.0657236576080322,0,3,0.0,2,4,0,0.3032437634208928
7,138,0.3564179509446241,0.300627493555995,0.300627493555995,0.015017458237707615,0.4077299913202507,0.015017458237707615,0.04077299913202507,full,off,1,32,192,0.30435920622160967,0.00017274575140626317,2.08532452583313,0,3,0.0,2,5,0,0.300627493555995
8,138,0.35388254946556646,0.2990355589899464,0.2990355589899464,0.01416486862749941,0.40682124033354333,0.01416486862749941,0.04068212403335433,full,off,1,32,192,0.311632928273563,0.00010305368692688174,2.080325126647949,0,3,0.0,2,6,0,0.2990355589899464
9,138,0.35263671801573987,0.29832527127818786,0.29832527127818786,0.013685027083409006,0.4062642163556555,0.013685027083409006,0.040626421635565554,full,off,1,32,192,0.30422855366487056,4.7745751406263163e-05,2.1214065551757812,0,3,0.0,2,7,0,0.29832527127818786
10,138,0.351407242210015,0.2973789117042569,0.2973789117042569,0.013426864647940882,0.4060146495483924,0.013426864647940882,0.04060146495483924,full,off,1,32,192,0.305514821986435,1.2235870926211617e-05,2.041482448577881,0,3,0.0,2,8,0,0.2973789117042569
