dataset,arm,epoch,train_loss,train_prediction_l1,train_prediction_full_l1,train_teacher_l1,teacher_loss_weight,train_reconstruction_l1,train_alignment_loss,pred_loss_mode,prefix_samples,val_mean_mse,lr,epoch_seconds,warm_start_checkpoint,teacher_checkpoint,teacher_readout_mode
ETTh2,teacher_preserved_nested_w03,1,0.530702269578402,0.39537462302013837,0.48255261145861805,0.0812676258681886,0.3,0.020708294618314346,0.902390616129985,multi-prefix,1,0.46370891481637955,0.0005,22.499757051467896,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w03,2,0.5067443949195136,0.38431360275871984,0.47163543276554715,0.05655834690329775,0.3,0.01564269549567747,0.8982058895372711,multi-prefix,1,0.45248448103666306,0.0004877641290737884,20.186477661132812,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w03,3,0.4993593455415911,0.38126555190677136,0.46781193234224233,0.05114506662254576,0.3,0.013227995390286752,0.8952227561874727,multi-prefix,1,0.4530579596757889,0.0004522542485937369,17.262277364730835,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w03,4,0.4933872555209472,0.37811726331710815,0.4649495969040204,0.048885436349474225,0.3,0.011282442566172212,0.8932191560753678,multi-prefix,1,0.4472283273935318,0.0003969463130731183,17.581180810928345,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w03,5,0.4891550480264478,0.3763212591937158,0.46318015073780466,0.04806451804408458,0.3,0.009248540013517558,0.8916589040144355,multi-prefix,1,0.4542378857731819,0.00032725424859373687,17.00245189666748,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w03,6,0.48557244214863904,0.3747195703002204,0.4608091094852549,0.04623878321948305,0.3,0.007929119691499962,0.8905211354778931,multi-prefix,1,0.45198215544223785,0.00025,16.911786556243896,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w03,7,0.48339093456753585,0.3737867785106718,0.4595173409422942,0.04636906789599267,0.3,0.006717134692574299,0.8897629857590769,multi-prefix,1,0.4499685801565647,0.00017274575140626317,18.412919282913208,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w03,8,0.48043484801212244,0.3731007823901894,0.45858017810150586,0.042741994348774966,0.3,0.0055989802081500535,0.8891248518386773,multi-prefix,1,0.45388367399573326,0.00010305368692688174,17.094897270202637,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w03,9,0.48025878921019294,0.3737312034431812,0.4597763953219473,0.04186768226523315,0.3,0.005092069022439882,0.8887520804341915,multi-prefix,1,0.45452507212758064,4.7745751406263163e-05,15.82046627998352,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w03,10,0.4775441358838461,0.37153199011773136,0.45725280982730665,0.04107273046125089,0.3,0.004827560222320324,0.8886276325293346,multi-prefix,1,0.45383748412132263,1.2235870926211617e-05,15.69269061088562,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
