dataset,arm,epoch,train_loss,train_prediction_l1,train_prediction_full_l1,train_teacher_l1,teacher_loss_weight,train_reconstruction_l1,train_alignment_loss,pred_loss_mode,prefix_samples,val_mean_mse,lr,epoch_seconds,warm_start_checkpoint,teacher_checkpoint,teacher_readout_mode
ETTh2,teacher_preserved_nested_w10,1,0.5745312041413467,0.3932220672084167,0.48092132740843613,0.07036812181493877,1.0,0.020708294618314346,0.902327190458247,multi-prefix,1,0.44992076605558395,0.0005,18.255773782730103,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w10,2,0.5299855810878551,0.3834992391345775,0.4716526214527873,0.04103809185490935,1.0,0.01564269549567747,0.8980555233702195,multi-prefix,1,0.4479377083480358,0.0004877641290737884,15.741841554641724,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w10,3,0.5207064495941179,0.3826439366140197,0.47029960208234534,0.035328848130869124,1.0,0.013227995390286752,0.8950566783943007,multi-prefix,1,0.4361432231962681,0.0004522542485937369,15.793395519256592,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w10,4,0.5133579725449064,0.3808434832412585,0.4691489329644009,0.03192721147386901,1.0,0.011282442566172212,0.8930483415590978,multi-prefix,1,0.4386776387691498,0.0003969463130731183,16.60100293159485,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w10,5,0.508501379231436,0.38026828444109556,0.46884529767310723,0.029835971855286476,1.0,0.009248540013517558,0.8914858081699473,multi-prefix,1,0.4427960366010666,0.00032725424859373687,16.023273229599,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w10,6,0.504426181184507,0.3798751420943083,0.4678877857142845,0.02758666666109214,1.0,0.007929119691499962,0.8903525221136819,multi-prefix,1,0.4434697590768337,0.00025,17.449182748794556,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w10,7,0.5028616308638479,0.3796372948362764,0.4674110239190338,0.02754741461238766,1.0,0.006717134692574299,0.8895978434423429,multi-prefix,1,0.4434047006070614,0.00017274575140626317,17.285133838653564,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w10,8,0.4989578018410016,0.3798536208614839,0.4676001329073864,0.024608285174564978,1.0,0.0055989802081500535,0.8889691539570294,multi-prefix,1,0.44277045503258705,0.00010305368692688174,16.342139720916748,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w10,9,0.4988940240798798,0.3809898222705959,0.4692834487794775,0.023952008678322343,1.0,0.005092069022439882,0.8886012332101839,multi-prefix,1,0.4428580813109875,4.7745751406263163e-05,16.314999103546143,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTh2,teacher_preserved_nested_w10,10,0.49604691551849905,0.3789611382294545,0.46702620268395517,0.023410280568904318,1.0,0.004827560222320324,0.8884793340632345,multi-prefix,1,0.4429843910038471,1.2235870926211617e-05,16.3090558052063,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w03,1,1.2290060866523433,0.3135688447296389,0.37788510201750575,0.05795711910165127,0.3,0.014458277269938967,0.8835918273934986,multi-prefix,1,0.1837455201894045,0.0001,69.1833598613739,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w03,2,1.2091332044610645,0.30753014912706544,0.37321056724745333,0.03343168876051155,0.3,0.009623455968739385,0.8819500912685652,multi-prefix,1,0.18320258148014545,9.755282581475769e-05,69.2254798412323,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w03,3,1.2024855485984258,0.30598262890195294,0.37133263494517355,0.02773709676649177,0.3,0.007760268084086391,0.880421524112289,multi-prefix,1,0.18242166936397552,9.045084971874738e-05,69.74928307533264,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w03,4,1.1988541868202474,0.3057739276251968,0.3714930181280066,0.02442437962136271,0.3,0.006534736304144774,0.8792182081109309,multi-prefix,1,0.18296266347169876,7.938926261462366e-05,70.001060962677,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w03,5,1.1960447058944628,0.30515304827724643,0.37034529180025044,0.022271426899797324,0.3,0.0059176315953523555,0.8782925984343967,multi-prefix,1,0.18175404705107212,6.545084971874738e-05,69.97925186157227,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w03,6,1.1939131731462294,0.30470849720322485,0.36985746926437474,0.020865938550717122,0.3,0.005316616770223459,0.877628278433126,multi-prefix,1,0.18234514072537422,5e-05,69.39619398117065,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w03,7,1.1923691876606592,0.3045002397538152,0.36965785479050806,0.019297435309766686,0.3,0.004951661895613571,0.877128055657199,multi-prefix,1,0.18217287212610245,3.4549150281252636e-05,69.94748663902283,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w03,8,1.1913280442184464,0.3043556397917418,0.3695362355401847,0.018365093015141526,0.3,0.004689946042735159,0.8767729288247561,multi-prefix,1,0.1823570393025875,2.061073738537635e-05,69.8555383682251,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w03,9,1.1906001035080913,0.30422798265131284,0.3693781680064312,0.017687772328760402,0.3,0.004522484926772969,0.8765433053827654,multi-prefix,1,0.18252074345946312,9.549150281252633e-06,71.38272833824158,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w03,10,1.1902569669324,0.3042092626504456,0.3694771126660601,0.01725569069942884,0.3,0.0044374617655369595,0.8764335353747298,multi-prefix,1,0.1822157222777605,2.4471741852423237e-06,73.22130942344666,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w10,1,1.2585137913355957,0.312228702799809,0.37685090030137175,0.04816949108622709,1.0,0.014458277269938967,0.8836573207010173,multi-prefix,1,0.18309729732573032,0.0001,85.37927579879761,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w10,2,1.2204643214071118,0.3069430684749914,0.3729198820399962,0.02184286600151405,1.0,0.009623455968739385,0.8820549306607154,multi-prefix,1,0.18323508836328983,9.755282581475769e-05,83.56346774101257,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w10,3,1.2107831175262864,0.30578050034616905,0.37140465096272096,0.016708713475233627,1.0,0.007760268084086391,0.8805336342930333,multi-prefix,1,0.1818744968622923,9.045084971874738e-05,89.22155570983887,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w10,4,1.206034384408973,0.3058391503529429,0.37185763231115454,0.014334350804578958,1.0,0.006534736304144774,0.8793261457939405,multi-prefix,1,0.1823982372879982,7.938926261462366e-05,88.06812477111816,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w10,5,1.2028483701258552,0.30551561473016575,0.3710626591011364,0.013017721333932922,1.0,0.0059176315953523555,0.8783974025585477,multi-prefix,1,0.18159853480756283,6.545084971874738e-05,88.3422966003418,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w10,6,1.2004005440643855,0.3052004236282069,0.3707317382413678,0.012152885224375312,1.0,0.005316616770223459,0.8777306174219345,multi-prefix,1,0.18218752555549145,5e-05,111.21889328956604,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
ETTm2,teacher_preserved_nested_w10,7,1.198775098820911,0.3051502521807853,0.3707116705627975,0.011443908444091563,1.0,0.004951661895613571,0.8772292760233161,multi-prefix,1,0.1824500784277916,3.4549150281252636e-05,88.8262984752655,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,/home/yingch/exp_outputs/r-2026-fatst/phase5_timealign_hss_h1_readout_gate/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt,target-set-decoder
