epoch,train_loss,mse,mae
1,0.5250298886651724,0.47824737429618835,0.33335378766059875
2,0.4823944187709983,0.47507551312446594,0.32849055528640747
3,0.4707770966727969,0.4749015271663666,0.3256226181983948
4,0.46324345616387647,0.481583833694458,0.3292129337787628
5,0.4585626012002918,0.47213077545166016,0.3267645537853241
6,0.45393685471843664,0.47227585315704346,0.3294403851032257
7,0.4498950643858439,0.4812406897544861,0.33613845705986023
8,0.44598681867962153,0.4795491099357605,0.3365935683250427
9,0.44176336335884014,0.4765537977218628,0.33499205112457275
10,0.43753896968465456,0.4797702729701996,0.3360476791858673
11,0.43311630420281855,0.49438464641571045,0.34162601828575134
12,0.42831894041786733,0.49084845185279846,0.3446299433708191
13,0.4242253272571194,0.5001882314682007,0.35080739855766296
14,0.4195757186118986,0.5084720253944397,0.3564152121543884
15,0.41498795655411735,0.5177856683731079,0.36127927899360657
