dataset,validation_selected,p16s8_best_val_mean_mse,p48s24_best_val_mean_mse,p48s24_vs_p16s8_val_pct,test_preferred_last,p48s24_vs_p16s8_test_last_pct,test_preferred_best_val,p48s24_vs_p16s8_test_best_val_pct
ETTh2,gamp_p48s24,0.38977067917585373,0.3858880437910557,-0.9961332630272879,gamp_p48s24,-3.013799387039473,gamp_p16s8,1.0657610654100091
ETTm1,gamp_p48s24,0.615666925907135,0.6085617989301682,-1.1540537063117418,gamp_p16s8,0.9073848396135675,gamp_p48s24,-0.9733990608960741
Weather,gamp_p48s24,0.4983862489461899,0.4978599399328232,-0.10560263540166925,gamp_p16s8,3.905091973910535,gamp_p16s8,2.4560481029828107
