short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
96,720,1.571572563654599e-14,6.730095236662237e-08,0.0
192,720,1.4269776021078907e-14,6.395529084102236e-08,0.0
336,720,9.695773541950215e-15,4.744957138314021e-08,0.0
