epoch,train_loss,train_prediction_loss,train_future_local_alignment_loss,train_future_relation_alignment_loss,train_future_reconstruction_loss,train_future_raw_reconstruction_loss,train_future_normalized_reconstruction_loss,train_future_alignment_confidence_mean,train_error_energy_loss,train_error_smoothness_loss,val_mean_mse,epoch_elapsed_sec,elapsed_sec,train_steps_h96,train_steps_h192,train_steps_h336,train_steps_h720,val_mse_h96,val_mae_h96,val_mse_h192,val_mae_h192,val_mse_h336,val_mae_h336,val_mse_h720,val_mae_h720
1,0.3405722415667366,0.3405722415667366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6154244840145111,59.59421577095054,59.594221693929285,273,257,272,254,0.38313502073287964,0.41532444953918457,0.5035714507102966,0.47595396637916565,0.6420530080795288,0.5364611744880676,0.9329384565353394,0.6396080255508423
2,0.2824081825797982,0.2824081825797982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6508572027087212,59.82570575596765,119.42428228596691,265,233,261,297,0.40653082728385925,0.42841169238090515,0.5351926684379578,0.4915369153022766,0.6838949918746948,0.5558929443359375,0.9778103232383728,0.6584802269935608
3,0.24217203778750968,0.24217203778750968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711816318333149,59.13000566302799,178.55595543596428,245,286,251,274,0.4488076865673065,0.44935521483421326,0.5905151963233948,0.5156416893005371,0.7566568851470947,0.5819387435913086,1.0512855052947998,0.6825025081634521
4,0.21089355584064667,0.21089355584064667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292322516441345,58.55757440603338,237.1144420269411,245,296,270,245,0.4840567708015442,0.46546947956085205,0.6066219210624695,0.5251308679580688,0.7633682489395142,0.5876736640930176,1.0628820657730103,0.6876936554908752
5,0.1916237402792004,0.1916237402792004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74868493527174,58.16258708399255,295.2780057300115,267,257,267,265,0.49713411927223206,0.4734863340854645,0.6290777325630188,0.535237729549408,0.7854896783828735,0.5974282026290894,1.0830382108688354,0.6963196992874146
6,0.1745637338961277,0.1745637338961277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7720495462417603,58.12641598598566,353.40504208102357,234,303,268,251,0.5169293880462646,0.47977912425994873,0.660006582736969,0.5446580052375793,0.8109102845191956,0.6054068803787231,1.1003519296646118,0.7030729055404663
7,0.16510329225495685,0.16510329225495685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7541558742523193,57.67764289397746,411.0833462449955,265,256,263,272,0.505721926689148,0.47566232085227966,0.6379315257072449,0.5384888648986816,0.7891911864280701,0.6002547740936279,1.0837788581848145,0.6988263726234436
8,0.15493828729923928,0.15493828729923928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7780305594205856,57.51294995495118,468.59690358291846,263,268,257,268,0.5217199325561523,0.4823346436023712,0.667526364326477,0.5491959452629089,0.8165872693061829,0.6101016998291016,1.1062886714935303,0.7064148783683777
9,0.14641997594188785,0.14641997594188785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745520323514938,58.15762448892929,526.7551885769935,264,273,257,262,0.5159779787063599,0.48258739709854126,0.6551088094711304,0.5485314726829529,0.8100062012672424,0.6109737753868103,1.1171151399612427,0.7128952145576477
10,0.13829725121401928,0.13829725121401928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7805264741182327,58.07390216004569,584.8297796549741,267,276,268,245,0.5205103158950806,0.48325636982917786,0.6645841598510742,0.5508147478103638,0.817899763584137,0.6124816536903381,1.1191116571426392,0.7133104801177979
11,0.13234614847566595,0.13234614847566595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7779161930084229,58.36736008001026,643.1979464309989,286,267,254,249,0.515134871006012,0.48089951276779175,0.6644470691680908,0.5497180819511414,0.8132668137550354,0.6099338531494141,1.1188160181045532,0.7111791372299194
