short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
96,720,5.182444710459706e-14,1.293184652695345e-07,0.0
192,720,4.924833869705825e-14,1.258292314787468e-07,0.0
336,720,3.261071425918194e-14,9.465227890359529e-08,0.0
