short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
96,720,1.0266038473689173e-14,5.652325185678819e-08,0.0
192,720,0.0,0.0,0.0
336,720,0.0,0.0,0.0
