epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.6322702997260623,0.5387205136200738,0.8719459374745687,0.9990497136872912,4549.100601922898,0.2894681990146637,0.3702002167701721
2,0.553099012564099,0.4630563509842706,0.8039176833061945,0.9969355359910026,4516.866224500868,0.28793641924858093,0.3693721294403076
3,0.5238089973018283,0.43516907427046037,0.7778454025586446,0.9949530798291403,4536.07169499473,0.2934598922729492,0.3694141209125519
4,0.49863757926320273,0.4112140124752408,0.7552689436882262,0.993202391124907,4515.285660032242,0.2923216223716736,0.3693038523197174
5,0.4793773170501467,0.3932162731412857,0.7326883645284743,0.9905325997443426,4515.185211847699,0.2957893908023834,0.36907127499580383
6,0.46422213647100663,0.37894299910182044,0.7161407697768438,0.9894419804451957,4510.491350930834,0.2971321940422058,0.36994439363479614
7,0.44926739543203326,0.36458252062873236,0.7060116113178314,0.9876858894787137,4508.137321351066,0.2986341714859009,0.37183260917663574
8,0.4370274193703182,0.353196477606183,0.6907706989182366,0.9858481496099442,4518.716692243303,0.29594913125038147,0.36922356486320496
9,0.42504956182979403,0.341966721983183,0.6779688265588548,0.9836879618584163,4491.780687120226,0.29823192954063416,0.37091556191444397
10,0.4122634979467543,0.33014507757292855,0.6607403575427948,0.9816280546642485,4490.89590405661,0.3049139082431793,0.37398761510849
11,0.4024450774230654,0.321172158869486,0.6456277966499329,0.9798305895593431,4486.175567142547,0.31542590260505676,0.3806855380535126
12,0.39205922351943123,0.31166835342134747,0.630189645858038,0.9776277371815273,4448.055060492621,0.32258373498916626,0.3830220401287079
