dataset,horizon,mean_target_state_cosine,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
ETTh2,96,0.8872373104095459,0.4358386695384979,0.4286626875400543,7.226123809814453,1.1609389781951904,10.608083724975586
ETTh2,192,0.8709399302800497,0.43556979298591614,0.430489182472229,7.295172691345215,1.1219117641448975,10.644694328308105
ETTh2,336,0.8833319204194205,0.44446587562561035,0.43210843205451965,7.465606689453125,1.07789146900177,10.61451244354248
ETTh2,720,0.9230662209647043,0.4499286711215973,0.43204522132873535,7.642392158508301,1.1038750410079956,10.93091869354248
ETTm1,96,-0.5168449878692627,0.8072286248207092,0.373807430267334,11.286787033081055,0.873566746711731,11.442621231079102
ETTm1,192,0.012047539154688517,0.7946965098381042,0.37779122591018677,10.275148391723633,1.574089765548706,11.438008308410645
ETTm1,336,0.17398438709122793,0.7843572497367859,0.38083750009536743,9.895647048950195,1.4755653142929077,11.430932998657227
ETTm1,720,0.2723418122246152,0.777787983417511,0.3822194039821625,9.2235746383667,1.458927035331726,11.4335298538208
Weather,96,0.012760255485773087,0.7136327028274536,0.41362759470939636,10.227084159851074,2.099097490310669,11.222524642944336
Weather,192,0.19802590808831155,0.7209161520004272,0.4126129448413849,9.360342979431152,2.0278804302215576,11.2320556640625
Weather,336,0.260912770871073,0.7315638661384583,0.4141300916671753,8.855958938598633,1.956831932067871,11.253228187561035
Weather,720,0.33979660201640355,0.7435108423233032,0.4161635935306549,8.23264217376709,1.8160810470581055,11.240926742553711
