scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.10571220517158508,0.20025305449962616,0.6240692734718323,0.07005590200424194,0.31050461530685425
