epoch,train_loss,train_prediction_loss,train_future_local_alignment_loss,train_future_relation_alignment_loss,train_future_reconstruction_loss,train_future_raw_reconstruction_loss,train_future_normalized_reconstruction_loss,train_future_alignment_confidence_mean,train_error_energy_loss,train_error_smoothness_loss,val_mean_mse,epoch_elapsed_sec,elapsed_sec,train_steps_h96,train_steps_h192,train_steps_h336,train_steps_h720,val_mse_h96,val_mae_h96,val_mse_h192,val_mae_h192,val_mse_h336,val_mae_h336,val_mse_h720,val_mae_h720
1,0.43191424123342,0.43191424123342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3703339472413063,22.50691180594731,22.50691508408636,55,66,65,62,0.2201782464981079,0.3289225399494171,0.2796844244003296,0.3645833730697632,0.36442604660987854,0.4148217737674713,0.6170470714569092,0.5487930178642273
2,0.37892107389146285,0.37892107389146285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3796013928949833,22.355096296058036,44.866013104096055,66,64,52,66,0.2172817438840866,0.32583320140838623,0.28475552797317505,0.3654010593891144,0.37472018599510193,0.41669324040412903,0.6416481137275696,0.5540185570716858
3,0.35180887030137165,0.35180887030137165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4162488095462322,22.154484491911717,67.0212423580233,67,53,65,63,0.24209539592266083,0.3428594172000885,0.3095529079437256,0.38186731934547424,0.4068225622177124,0.4360814094543457,0.7065243721008301,0.5794119238853455
4,0.30906107970663615,0.30906107970663615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4278552979230881,22.506295640021563,89.5311282670591,67,58,74,49,0.2475505769252777,0.34805160760879517,0.3193269670009613,0.3895336389541626,0.42626965045928955,0.44647905230522156,0.7182739973068237,0.5815737843513489
5,0.29612658407178616,0.29612658407178616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45680276304483414,22.084844477009028,111.61669483210426,66,63,63,56,0.2756666839122772,0.35247108340263367,0.35658183693885803,0.3964579105377197,0.4784325063228607,0.45818260312080383,0.7165300250053406,0.5794442892074585
6,0.32813706211445315,0.32813706211445315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.420639269053936,22.426886254921556,134.044238910079,64,47,53,84,0.23544201254844666,0.33755189180374146,0.30992546677589417,0.3839290142059326,0.43004849553108215,0.446154922246933,0.707141101360321,0.5793871283531189
7,0.29720756898243583,0.29720756898243583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4095897786319256,22.198520014993846,156.24341682402883,56,58,58,76,0.23075996339321136,0.33669164776802063,0.2988487780094147,0.3788936734199524,0.40598228573799133,0.43724197149276733,0.702768087387085,0.5784718990325928
8,0.2706059722620393,0.2706059722620393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41940974071621895,22.463243296951987,178.70832812204026,64,53,65,66,0.23765452206134796,0.34187832474708557,0.3081849217414856,0.38505062460899353,0.42462700605392456,0.4451161324977875,0.7071725130081177,0.5815575122833252
9,0.2607611318329169,0.2607611318329169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4260510019958019,22.409830259042792,201.11882972705644,60,56,67,65,0.2396867424249649,0.3418687880039215,0.31373244524002075,0.38594523072242737,0.42983582615852356,0.44629308581352234,0.7209489941596985,0.5885999202728271
10,0.24081976668188168,0.24081976668188168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4539969265460968,21.979983803932555,223.09953713207506,65,65,53,65,0.2609765827655792,0.3503267168998718,0.34130480885505676,0.39763298630714417,0.46289557218551636,0.46000510454177856,0.7508107423782349,0.6002167463302612
11,0.2518407762981951,0.2518407762981951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42234986275434494,22.133846149081364,245.23437510500662,57,57,60,74,0.23961421847343445,0.3434842526912689,0.31395912170410156,0.3873688876628876,0.4248673915863037,0.44469213485717773,0.71095871925354,0.5854859352111816
