dataset,tile_len,tiles,rank,coeff_rows,adjacent_projection_cosine,far_projection_cosine,distance_projection_cosine_spearman,distance_subspace_overlap_spearman,projection_entropy_mean,output_entropy_mean,max_projection_tile_share_mean,max_output_tile_share_mean,train_windows_total,train_windows_sampled,checkpoint
ETTh2,48,15,16,20000,0.28344342732167077,0.12421929829239722,-0.6780556333841623,-0.38874453566317935,0.9516110334130757,0.9596452308638843,0.15240716584539563,0.13205574414326374,7201,4096,analysis/phase5_stage_b_b9_fsn_scf_small_gate_20260707/raw/official-last/TimeAlignOfficialUnified720_a6_clean_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
ETTm1,48,15,16,20000,0.0300461583469237,0.16378548241794333,-0.012457824405915235,0.0858506594929376,0.9547936590302494,0.952557449450231,0.12855995697893913,0.1355117487943928,33121,4096,analysis/phase5_stage_b_b9_fsn_scf_small_gate_20260707/raw/official-last/TimeAlignOfficialUnified720_a6_clean_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
Weather,48,15,16,20000,0.03502844846708057,0.046936574493083506,-0.21438186706550538,0.17534700338559955,0.8786885692481116,0.8918222485945873,0.21048328821293408,0.1894433215037446,35448,4096,analysis/phase5_stage_b_b9_fsn_scf_small_gate_20260707/raw/official-last/TimeAlignOfficialUnified720_a6_clean_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/checkpoint.pt
