dataset,variant,mean_mse,mean_relative_mse_vs_a6_lbf_r256_pct,mean_relative_mse_vs_a6_der_pct,mean_relative_mse_vs_best_stage_control_pct,wins_vs_best_stage_control,horizon_count,best_epoch,last_epoch,last_train_loss,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,last_vs_best_val_mse_pct,last_train_self_teacher_l1,last_train_self_teacher_target_l1,last_train_self_teacher_advantage_l1,last_train_self_teacher_gate,last_train_weighted_self_teacher_l1,source_path
ETTh2,a8tag_advbin_w05_d0999_wu1,0.30791962146759033,-0.01706587867281173,-0.012595983058547033,2.1405870205436717,0,4,3,10,0.487455027688921,0.423269473016262,0.4175242930650711,0.4587301909923553,9.86910189699124,0.0764033916876115,0.3959438397293597,-0.0156168837462906,0.0044247787610619,0.0002224601277735,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w05_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTh2,a8tag_advbin_w02_d0999_wu1,0.30795489624142647,-0.0057916359257143,-0.0013165991337715788,2.1521291977680432,0,4,3,10,0.4873822216702773,0.423269473016262,0.4175242930650711,0.4586988687515259,9.861600000371173,0.0764039457174001,0.395936196356748,-0.0156153581574954,0.0044247787610619,0.0002227397553161,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTh2,a8tag_advratio_w10_d0999_wu1,0.3079720735549927,-0.0002129234592584961,0.004264122946454063,2.15783967436331,0,4,3,10,0.4873398609657203,0.423269473016262,0.4175242930650711,0.4586717747151851,9.855110788416122,0.0763986369974054,0.3959337346321713,-0.0156139569208685,6.453399917325088e-05,3.250578492550196e-06,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advratio_w10_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a8tag_advratio_w10_d0999_wu1,0.33453937619924545,0.04908494951780806,-0.08442143675206903,0.48226184883762846,0,4,9,10,0.4976694603741859,0.6221131980419159,0.6014908701181412,0.6019464954733849,0.07574933849854304,0.0436224745708773,0.3703982189125075,0.0038775951533243,0.0103790180863943,0.0004551851700056,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advratio_w10_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a8tag_advbin_w02_d0999_wu1,0.33759088814258575,1.0183402620317528,0.8827054410163515,1.4567606917268328,0,4,9,10,0.5038252917035666,0.6221131980419159,0.6027347967028618,0.6029654741287231,0.03827179501221245,0.023332836656583,0.3753848886800549,0.0010863770964523,0.9536679536679536,0.0222583299980977,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a8tag_advbin_w05_d0999_wu1,0.3389786630868912,1.5038420754557413,1.366513384564727,1.9456729919911486,0,4,10,10,0.5075647559980628,0.6221131980419159,0.606401652097702,0.606401652097702,0.0,0.0117779901281761,0.3786863115936172,0.0005548712599691,0.9218146718146718,0.0108732034202348,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w05_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a8tag_advratio_w10_d0999_wu1,0.21482622250914574,0.03903813932019662,0.07344758983808819,0.08805958504696232,0,4,5,10,0.378206423312318,0.4995764717459678,0.4888026043772697,0.4904787838459015,0.3429154128111067,0.0303139711952085,0.3261554808446646,0.0042959099857385,0.0130151756913048,0.0003975751893541,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advratio_w10_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a8tag_advbin_w02_d0999_wu1,0.2162748798727989,0.7057944518806814,0.7404438594086349,0.7551441328573716,0,4,5,10,0.3830355123384765,0.4995764717459678,0.4904553666710853,0.4920321106910705,0.3214857308397212,0.0226053045087557,0.3283320813295213,0.0028267405147156,1.0,0.0226053045087557,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a8tag_advbin_w05_d0999_wu1,0.21821692958474156,1.653864408177319,1.6888983272063618,1.7037131426064611,0,4,5,10,0.3886020517628976,0.4995764717459678,0.4920980259776115,0.493443138897419,0.27334247422254876,0.016364346483608,0.3314337827507339,0.0016433376321293,0.9981949458483754,0.0163324437564783,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w05_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
