dataset,variant,target_horizon,mse,mae,source_path,a6_lbf_r256_mse,a6_der_mse,best_stage_control_mse,best_stage_control_name,relative_mse_vs_a6_lbf_r256_pct,relative_mse_vs_a6_der_pct,relative_mse_vs_best_stage_control_pct,beats_best_stage_control
ETTh2,a8tag_advbin_w02_d0999_wu1,96,0.2420595437288284,0.3144041001796722,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,-0.002074525576922781,-0.28997795978448204,0.6637383660345053,False
ETTh2,a8tag_advbin_w02_d0999_wu1,192,0.2827842831611633,0.345656543970108,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,-0.007587424518296082,-0.0859444858852032,2.0030123606546546,False
ETTh2,a8tag_advbin_w02_d0999_wu1,336,0.3128213584423065,0.3714063465595245,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,-0.00876402231663187,0.22452914286108516,3.3778358985389723,False
ETTh2,a8tag_advbin_w02_d0999_wu1,720,0.3941543996334076,0.4300070106983185,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,-0.004740571291006468,0.14612690627351377,2.5639301658440417,False
ETTm1,a8tag_advbin_w02_d0999_wu1,96,0.2775915265083313,0.3333485126495361,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2730823159217834,0.2741679549217224,0.2705991566181183,a3c_warm,1.6512276056130482,1.2487132522786437,2.5840324033533424,False
ETTm1,a8tag_advbin_w02_d0999_wu1,192,0.3126649558544159,0.3544210791587829,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3093577325344085,0.310008555650711,0.3081844747066498,a3c_warm,1.0690611457851773,0.8568796426050573,1.453830908267184,False
ETTm1,a8tag_advbin_w02_d0999_wu1,336,0.3500072658061981,0.3751090466976166,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3471782207489013,0.3477792739868164,0.3466947674751282,a3c_warm,0.8148682400624718,0.6406338692472424,0.9554509158571589,False
ETTm1,a8tag_advbin_w02_d0999_wu1,720,0.4100998044013977,0.4063912034034729,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.4079044461250305,0.4069072306156158,0.4067089557647705,official_unified,0.5382040566663138,0.7845949999344626,0.8337285394296456,False
Weather,a8tag_advbin_w02_d0999_wu1,96,0.1422153264284134,0.1824031472206115,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1413587778806686,0.1412898749113083,0.1412940472364425,a2_nested,0.6059394121727957,0.6550020075295704,0.6520297280671716,False
Weather,a8tag_advbin_w02_d0999_wu1,192,0.1837513148784637,0.2241804301738739,analysis/phase5_timealign_hss_a8tag_teacher_advantage_gate_20260705/raw/official-last/TimeAlignOfficialUnified720_A6S_a8tag_advbin_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1824371963739395,0.1823788732290268,0.1822764873504638,a3d_w03,0.7203128148443261,0.7525222769160456,0.8091156184967696,False
