scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.8071878552436829,0.5642610192298889,0.5783491730690002,0.024292128160595894,0.4845951497554779
