epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,mse,mae
1,147.00664648787523,0.6253352069085644,0.7405413408433238,2926.8856314929158,0.6636452674865723,0.4537525773048401
2,146.28070248839677,0.5933839099808833,0.5617273518261516,2913.1845921889003,0.6778460741043091,0.4528868496417999
3,145.5897461539101,0.5856310717734812,0.41660008037389396,2899.6656529142865,0.6861439943313599,0.45594480633735657
4,145.22802181995897,0.5787029472516856,0.35061371005991454,2892.6357150607637,0.6832674741744995,0.4537369906902313
5,144.4009253936002,0.5726777103639418,0.3007107208279299,2876.2641802825383,0.6810705065727234,0.45370540022850037
6,143.6354475397363,0.565545715845614,0.2669130484690376,2861.131059762825,0.6777843236923218,0.45680245757102966
7,142.99444642972776,0.559393537834981,0.24108968755250337,2848.459913684476,0.6784820556640625,0.4610263705253601
8,142.35720573616712,0.551625188106277,0.22023668874549182,2835.891334232891,0.6842043399810791,0.4600602984428406
9,141.60196830722165,0.5435895548071913,0.20374503400590685,2820.9637761816757,0.6983969211578369,0.47098806500434875
10,140.82334508861692,0.5358407592474346,0.1908775352235336,2805.5591564110105,0.6978492736816406,0.46603506803512573
11,140.0369402157363,0.5290830015708896,0.18151244617277576,2789.975578937052,0.7338870763778687,0.48243027925491333
