dataset,profile,mean_dense_mse_cv,max_dense_mse_cv,three_seed_mean_validation_mse_h720,stable,h48_mse_cv,h96_mse_cv,h144_mse_cv,h192_mse_cv,h288_mse_cv,h336_mse_cv,h512_mse_cv,h720_mse_cv
ETTh1,r2b_p24_d64_ff128_medium,0.008087253592327957,0.011889217004595257,1.4141943067174267,1,0.011889217004595257,0.00836757490971142,0.009414267448448761,0.009128541396479752,0.008085739592121787,0.007665458402689876,0.0061554731713713215,0.003991756813205481
ETTm2,r2b_p48_d64_ff128_medium,0.011807374004231236,0.02795816930420187,0.2796204715794711,1,0.02795816930420187,0.018377390874981723,0.012802435312655102,0.009064324761224629,0.004724305094786069,0.004995611825256119,0.007254503375731268,0.00928225148501311
