dataset,arm,target_horizon,mse,mae,source_path
ETTh2,a6_der,96,0.2427635043859481,0.3153342008590698,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,a6_der,192,0.2830275297164917,0.3460572361946106,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,a6_der,336,0.3121205568313598,0.3707411587238312,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,a6_der,720,0.3935792744159698,0.4293140769004822,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a6_der,96,0.2741679549217224,0.3320020735263824,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a6_der,192,0.310008555650711,0.3533495962619781,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a6_der,336,0.3477792739868164,0.3741739988327026,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,a6_der,720,0.4069072306156158,0.4050178825855255,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a6_der,96,0.1412898749113083,0.181303858757019,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a6_der,192,0.1823788732290268,0.2229402363300323,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a6_der,336,0.2315524071455001,0.2632814645767212,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,a6_der,720,0.3035028874874115,0.3143253922462463,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
