dataset,arm,epochs,best_epoch,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,source_path
ETTh2,a6_der,10,1,0.4001216851174831,0.4001216851174831,0.453880526125431,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a6_der,10,10,0.6328330710530281,0.6014213562011719,0.6014213562011719,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a6_der,10,9,0.5063506364822388,0.4892336577177048,0.4901032596826553,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_der_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTh2,a6_lbf_r256,10,3,0.423269473016262,0.4175242930650711,0.4586698934435844,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a6_lbf_r256,10,9,0.6221131980419159,0.6014749184250832,0.6019416898488998,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a6_lbf_r256,10,5,0.4995764717459678,0.4887669682502746,0.4903529062867164,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTh2,a6_lbf_r512,10,3,0.4465780630707741,0.4171900898218155,0.4678141176700592,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a6_lbf_r512,10,10,0.6224557384848595,0.6026184484362602,0.6026184484362602,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a6_lbf_r512,10,6,0.4972869008779526,0.4895815551280975,0.4902567192912102,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
