dataset,arm,target_horizon,mse,mae,source_path,official_unified_mse,best_stage_control_mse,best_stage_control_name,a5b_r128_mse,a5q_seg48_mse,a6_der_mse,relative_mse_vs_official_unified_pct,relative_mse_vs_best_stage_control_pct,relative_mse_vs_a5b_r128_pct,relative_mse_vs_a5q_seg48_pct,relative_mse_vs_a6_der_pct,beats_best_stage_control
Weather,a6_lbf_r256,96,0.1413587778806686,0.1812770813703537,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1431701928377151,0.1412940472364425,a2_nested,0.1573788076639175,0.1788337975740432,0.1412898749113083,-1.2652179347832138,0.04581271857673208,-10.179280184572036,-20.955222224064585,0.04876709630012854,False
Weather,a6_lbf_r256,192,0.1824371963739395,0.2229001224040985,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.184864267706871,0.1822764873504638,a3d_w03,0.2055855244398117,0.2210877835750579,0.1823788732290268,-1.312893704682827,0.08816772026480901,-11.259707184612234,-17.4820094426415,0.031979112426827605,False
Weather,a6_lbf_r256,336,0.2317628264427185,0.2633348107337951,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.234520137310028,0.2316667139530182,a2_nested,0.261260449886322,0.2659114897251129,0.2315524071455001,-1.1757245663149174,0.04148739715787997,-11.290504726772966,-12.842116494362743,0.09087329292420954,False
Weather,a6_lbf_r256,720,0.3033995926380157,0.3143887817859649,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r256_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3067764937877655,0.3033372759819031,a2_nested,0.3474250733852386,0.3293209373950958,0.3035028874874115,-1.1007691978140999,0.020543685543072954,-12.671935366738973,-7.871149937236321,-0.03403422295285008,False
ETTh2,a6_lbf_r512,96,0.2414635568857193,0.313888281583786,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2491090446710586,0.2404634952545166,a3e_best,0.2944892942905426,0.3081503808498382,0.2427635043859481,-3.069132955583753,0.41588916860091363,-18.005998327568474,-21.641000014410306,-0.5354789648126523,False
ETTh2,a6_lbf_r512,192,0.2827728390693664,0.3455750346183777,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2959613502025604,0.2772313058376312,h1_target_set,0.3395749032497406,0.340194433927536,0.2830275297164917,-4.456159942562643,1.9988843666092881,-16.72740347910784,-16.879051839631465,-0.0899879412368243,False
ETTh2,a6_lbf_r512,336,0.3124253451824188,0.3708633184432983,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3267449736595154,0.3026000261306762,a3d_w03,0.3739951252937317,0.3647035956382751,0.3121205568313598,-4.382509183452143,3.2469656983769024,-16.462722625851512,-14.334448873300264,0.09765084176229788,False
ETTh2,a6_lbf_r512,720,0.3938774764537811,0.4302921295166015,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.4032520949840545,0.3843011856079101,a3d_w03,0.4875075221061706,0.4295999407768249,0.3935792744159698,-2.324753831878823,2.4918712729763426,-19.205866864962662,-8.315286137714217,0.07576670246516315,False
ETTm1,a6_lbf_r512,96,0.2739209234714508,0.3312314450740814,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2811818420886993,0.2705991566181183,a3c_warm,0.2992886304855346,0.5976341366767883,0.2741679549217224,-2.5822857419640965,1.2275599432190143,-8.476000900177826,-54.165783602218774,-0.0901022332614132,False
ETTm1,a6_lbf_r512,192,0.3102716505527496,0.3528056740760803,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3133629560470581,0.3081844747066498,a3c_warm,0.3282347023487091,0.6100609302520752,0.310008555650711,-0.9864935962131782,0.6772488614446015,-5.4726242129255365,-49.14087508856757,0.08486698100520496,False
ETTm1,a6_lbf_r512,336,0.3482662737369537,0.3736079335212707,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3499610722064972,0.3466947674751282,a3c_warm,0.3604169189929962,0.6192857623100281,0.3477792739868164,-0.48428199709694697,0.4532823709080702,-3.37127493625754,-43.76323582220449,0.1400312745939436,False
ETTm1,a6_lbf_r512,720,0.4083378612995147,0.4045664966106415,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.4067089557647705,0.4067089557647705,official_unified,0.4163177609443664,0.6387221813201904,0.4069072306156158,0.4005088925768119,0.4005088925768119,-1.9167809768072974,-36.06956619926503,0.35158644925883387,False
Weather,a6_lbf_r512,96,0.1415415704250335,0.1814548969268798,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1431701928377151,0.1412940472364425,a2_nested,0.1573788076639175,0.1788337975740432,0.1412898749113083,-1.1375429343226773,0.1751830267674226,-10.063132053144297,-20.853008578297082,0.17814122482819883,False
Weather,a6_lbf_r512,192,0.1826901584863662,0.2231056839227676,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.184864267706871,0.1822764873504638,a3d_w03,0.2055855244398117,0.2210877835750579,0.1823788732290268,-1.1760570322611907,0.22694706372468065,-11.136662474574411,-17.36759239601131,0.17068054639666208,False
Weather,a6_lbf_r512,336,0.2319552302360534,0.2635426223278045,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.234520137310028,0.2316667139530182,a2_nested,0.261260449886322,0.2659114897251129,0.2315524071455001,-1.0936830855526325,0.12453937732881393,-11.216860287509922,-12.76976016499397,0.17396627205010784,False
Weather,a6_lbf_r512,720,0.3035461008548736,0.3144745528697967,analysis/phase5_timealign_hss_a6_capacity_native_gate_20260703/raw/official-last/TimeAlignOfficialUnified720_A6_a6_lbf_r512_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3067764937877655,0.3033372759819031,a2_nested,0.3474250733852386,0.3293209373950958,0.3035028874874115,-1.0530118826922785,0.06884246991885057,-12.629765636319013,-7.8266619620663285,0.014238206370897899,False
