scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.037985410541296005,0.13508741557598114,0.41886186599731445,0.056592218577861786,0.1020757406949997
