epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,mse,mae
1,228.02119277772448,0.5387246495201474,0.8794076499484834,4548.769836667984,0.2893655002117157,0.37011757493019104
2,226.31602096557617,0.46303214724101716,0.8060177186178783,4516.253721691313,0.28780242800712585,0.3693274259567261
3,227.26143222384982,0.43513127073409064,0.7574670163411943,4535.76853531126,0.2937149703502655,0.36935120820999146
4,226.20577688065785,0.4113361334043836,0.7080978732260447,4515.180636935764,0.2931886911392212,0.36927181482315063
5,226.1968155134292,0.39342415474710013,0.6663218187907386,4515.4014004298615,0.2942879796028137,0.36807411909103394
6,225.95836811973936,0.3793043229315016,0.6368769624876598,4510.944298638238,0.296201229095459,0.36939433217048645
7,225.8435809423053,0.36521226451510475,0.6227719235041785,4508.944568452381,0.2974717319011688,0.3709442913532257
8,226.36041066003224,0.354102889696757,0.6102108226882087,4519.515839107453,0.29421132802963257,0.3679911494255066
9,225.01085797567217,0.34301186435752445,0.599466377780551,4492.757401239304,0.29625001549720764,0.36993029713630676
10,224.96623390439956,0.3310074730524941,0.5866012232644218,4492.117848229786,0.3004519045352936,0.37227198481559753
11,224.74734648447188,0.3221604332091316,0.574224537327176,4487.929425920759,0.31307801604270935,0.3796020746231079
12,222.853665821136,0.3127834936456075,0.5623968962639098,4450.255188957093,0.31442561745643616,0.3796629011631012
