dataset,arm,epoch,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,pred_loss_mode,prefix_samples,continuous_min_prefix,continuous_prefix_step,val_mean_mse,lr,epoch_seconds
ETTh2,continuous_prefix_pool96,10,0.5181812916972995,0.40506530401453505,0.4714456228292094,0.022454478810912212,0.906615086888845,continuous-prefix,1,96,96,0.4575161933898926,1.2235870926211617e-05,3.976280450820923
ETTm2,stochastic_prefix_k2,1,1.4182301040551837,0.33918396133253476,0.4021066502599642,0.1392768839208776,0.9397692577374027,stochastic-prefix,2,32,32,0.18368742242455482,0.0001,20.99267888069153
ETTm2,stochastic_prefix_k2,2,1.293945835478978,0.3186979704324343,0.3849761017443591,0.07840986311809667,0.896838001878105,stochastic-prefix,2,32,32,0.18193784356117249,9.755282581475769e-05,20.072925567626953
ETTm2,stochastic_prefix_k2,3,1.2615822354568937,0.31603145169302765,0.3814691902357639,0.06000173448236178,0.8855490476813556,stochastic-prefix,2,32,32,0.18092982284724712,9.045084971874738e-05,20.387465476989746
ETTm2,stochastic_prefix_k2,4,1.2427263202354255,0.31284424413757894,0.3788408643950827,0.04855097818069706,0.8813310991037766,stochastic-prefix,2,32,32,0.18281573802232742,7.938926261462366e-05,20.089202404022217
ETTm2,stochastic_prefix_k2,5,1.2324420860375216,0.31286008887597033,0.377260980717694,0.040088323646127945,0.87949367264523,stochastic-prefix,2,32,32,0.18259933777153492,6.545084971874738e-05,19.461151123046875
ETTm2,stochastic_prefix_k2,6,1.2223123959823003,0.3099179663713374,0.375867910999589,0.03366421564737457,0.8787302141254013,stochastic-prefix,2,32,32,0.18253051675856113,5e-05,19.33106780052185
ETTm2,stochastic_prefix_k2,7,1.2169766449099801,0.30973204416600436,0.37507533345328337,0.028829308820018208,0.8784152906258594,stochastic-prefix,2,32,32,0.18398462608456612,3.4549150281252636e-05,20.06789803504944
ETTm2,stochastic_prefix_k2,8,1.2119882889235802,0.30814167350875826,0.37420119281901354,0.025518347248506938,0.8783282685348887,stochastic-prefix,2,32,32,0.18408235721290112,2.061073738537635e-05,20.290712118148804
ETTm2,stochastic_prefix_k2,9,1.2112564430733905,0.309367324394609,0.3736783862976954,0.023585418602415725,0.8783036996268858,stochastic-prefix,2,32,32,0.18418116867542267,9.549150281252633e-06,20.279423475265503
ETTm2,stochastic_prefix_k2,10,1.2086654171980487,0.30764342226001745,0.37345009402131024,0.022730198012787174,0.8782917962456301,stochastic-prefix,2,32,32,0.18293115869164467,2.4471741852423237e-06,20.14783549308777
ETTm2,continuous_prefix_k2,1,1.4294350340559676,0.35038993300503285,0.403124777851878,0.1392768839208776,0.9397682185108597,continuous-prefix,2,32,32,0.18379859067499638,0.0001,20.9687180519104
ETTm2,continuous_prefix_k2,2,1.3050386125516706,0.3297829211448611,0.3853494289068642,0.07840986311809667,0.8968458275192033,continuous-prefix,2,32,32,0.1824193187057972,9.755282581475769e-05,19.674978017807007
ETTm2,continuous_prefix_k2,3,1.271036589237714,0.32547917025717527,0.3818510241202406,0.06000173448236178,0.8855556833007621,continuous-prefix,2,32,32,0.18187963962554932,9.045084971874738e-05,20.01007342338562
ETTm2,continuous_prefix_k2,4,1.2545046448477446,0.32461662919882645,0.3788647059509423,0.04855097818069706,0.8813370395466168,continuous-prefix,2,32,32,0.1841663084924221,7.938926261462366e-05,19.508537530899048
ETTm2,continuous_prefix_k2,5,1.2431549159486321,0.3235683545441471,0.3771836450143671,0.040088323646127945,0.8794982379237657,continuous-prefix,2,32,32,0.18313809297978878,6.545084971874738e-05,19.791135787963867
ETTm2,continuous_prefix_k2,6,1.2350764356294655,0.3226765802122911,0.37578294664966555,0.03366421564737457,0.8787356397014787,continuous-prefix,2,32,32,0.1827582437545061,5e-05,19.757858753204346
ETTm2,continuous_prefix_k2,7,1.225310018624118,0.3180598583518308,0.3748404618971136,0.028829308820018208,0.8784208511753893,continuous-prefix,2,32,32,0.18440715409815311,3.4549150281252636e-05,20.216377019882202
ETTm2,continuous_prefix_k2,8,1.2226085803223392,0.3187574370832517,0.3739769508681012,0.025518347248506938,0.8783327950358851,continuous-prefix,2,32,32,0.18505817092955112,2.061073738537635e-05,20.136650562286377
ETTm2,continuous_prefix_k2,9,1.2196367739710567,0.3177432925170683,0.3734792150183074,0.023585418602415725,0.8783080631356441,continuous-prefix,2,32,32,0.18410678952932358,9.549150281252633e-06,20.358988046646118
ETTm2,continuous_prefix_k2,10,1.219818298305784,0.31879210706555705,0.3732214785652041,0.022730198012787174,0.8782959936553447,continuous-prefix,2,32,32,0.18327252380549908,2.4471741852423237e-06,20.448113918304443
ETTm2,continuous_prefix_pool96,1,1.4388974262940837,0.3598519222645456,0.4040712268023417,0.1392768839208776,0.9397686207271451,continuous-prefix,1,96,96,0.18469641730189323,0.0001,20.291081190109253
ETTm2,continuous_prefix_pool96,2,1.3161723205251583,0.34091557329340794,0.38564860878303703,0.07840986311809667,0.8968468847537133,continuous-prefix,1,96,96,0.1859496384859085,9.755282581475769e-05,19.47676968574524
ETTm2,continuous_prefix_pool96,3,1.2824034636775499,0.3368463890778052,0.3816924150673579,0.06000173448236178,0.8855553403439209,continuous-prefix,1,96,96,0.18209898099303246,9.045084971874738e-05,19.02497935295105
ETTm2,continuous_prefix_pool96,4,1.2625408103567293,0.33265378631104836,0.37908253755463595,0.04855097818069706,0.881336043930422,continuous-prefix,1,96,96,0.18349777348339558,7.938926261462366e-05,19.204781770706177
ETTm2,continuous_prefix_pool96,5,1.2529771379752508,0.33339117805412377,0.3772823267749378,0.040088323646127945,0.8794976362390408,continuous-prefix,1,96,96,0.1839837096631527,6.545084971874738e-05,19.331342697143555
ETTm2,continuous_prefix_pool96,6,1.2446112986006792,0.3322126407852274,0.375868288447728,0.03366421564737457,0.8787344411648378,continuous-prefix,1,96,96,0.18399327993392944,5e-05,19.272730112075806
ETTm2,continuous_prefix_pool96,7,1.2373597245649022,0.33010974149561295,0.3748541232414227,0.028829308820018208,0.8784206741449916,continuous-prefix,1,96,96,0.1842131968587637,3.4549150281252636e-05,19.277897119522095
ETTm2,continuous_prefix_pool96,8,1.2333741856587899,0.32952284480671623,0.37405265500934426,0.025518347248506938,0.8783329920879202,continuous-prefix,1,96,96,0.18521279655396938,2.061073738537635e-05,19.403627157211304
ETTm2,continuous_prefix_pool96,9,1.229987502673418,0.3280938897555169,0.37347272842489615,0.023585418602415725,0.8783081943694229,continuous-prefix,1,96,96,0.18486388027668,9.549150281252633e-06,19.086321592330933
ETTm2,continuous_prefix_pool96,10,1.2275640291366798,0.3265369966137133,0.3732234068128593,0.022730198012787174,0.8782968346216504,continuous-prefix,1,96,96,0.18399228155612946,2.4471741852423237e-06,18.960257530212402
Weather,stochastic_prefix_k2,1,0.5015276460925164,0.36942351275940666,0.42566164669039447,0.08181997331108104,0.5028415975910662,stochastic-prefix,2,32,32,0.5085736960172653,0.0001,32.95025014877319
Weather,stochastic_prefix_k2,2,0.4261411520978604,0.3492918389207189,0.4091502423482251,0.027884414419531822,0.4896489818872958,stochastic-prefix,2,32,32,0.4938451647758484,9.755282581475769e-05,32.56603121757507
Weather,stochastic_prefix_k2,3,0.4012142622621481,0.3429849907917236,0.40412470077026624,0.010478229021118947,0.47751042287164647,stochastic-prefix,2,32,32,0.49508488923311234,9.045084971874738e-05,32.95131707191467
Weather,stochastic_prefix_k2,4,0.3952143709259343,0.341132002912919,0.40115634830742536,0.007034736660658802,0.4704763059258891,stochastic-prefix,2,32,32,0.4949745014309883,7.938926261462366e-05,33.00241255760193
Weather,stochastic_prefix_k2,5,0.3900416695146354,0.33820150722665476,0.39886543555487797,0.0052305390782627385,0.46609623243339654,stochastic-prefix,2,32,32,0.49115540087223053,6.545084971874738e-05,33.092408895492554
Weather,stochastic_prefix_k2,6,0.38698041350294965,0.3367500630096408,0.39703897002156463,0.00387257946670284,0.4635777116521171,stochastic-prefix,2,32,32,0.49219001084566116,5e-05,33.08997893333435
Weather,stochastic_prefix_k2,7,0.38218669450777965,0.3331641359826288,0.3956110193679909,0.0027983415145208445,0.4622421659233338,stochastic-prefix,2,32,32,0.4900844022631645,3.4549150281252636e-05,33.01209211349487
Weather,stochastic_prefix_k2,8,0.3827748087769381,0.334648977897873,0.3944296843577378,0.001961453510566013,0.4616437694763879,stochastic-prefix,2,32,32,0.49077339470386505,2.061073738537635e-05,33.75814390182495
Weather,stochastic_prefix_k2,9,0.3796452705341556,0.332120250036355,0.39364008713069804,0.001381412563599236,0.46143608327807073,stochastic-prefix,2,32,32,0.4906209781765938,9.549150281252633e-06,33.421823263168335
Weather,stochastic_prefix_k2,10,0.37912879362433394,0.331906499872354,0.3932173929382317,0.0010835544635614865,0.46138738340526714,stochastic-prefix,2,32,32,0.4899890720844269,2.4471741852423237e-06,33.235902309417725
Weather,continuous_prefix_k2,1,0.5126061839478541,0.3805018309167576,0.42780075017833535,0.08181997331108104,0.5028437875776084,continuous-prefix,2,32,32,0.5070593804121017,0.0001,32.65474081039429
Weather,continuous_prefix_k2,2,0.43624014020073715,0.35939061844768505,0.41038618387405623,0.027884414419531822,0.48965107073960323,continuous-prefix,2,32,32,0.494596928358078,9.755282581475769e-05,32.2923059463501
Weather,continuous_prefix_k2,3,0.4123516226395803,0.3541221986339841,0.4049583162157544,0.010478229021118947,0.4775119529035117,continuous-prefix,2,32,32,0.49344053864479065,9.045084971874738e-05,32.54914307594299
Weather,continuous_prefix_k2,4,0.40617289681942453,0.35209044000463363,0.40156377031592255,0.007034736660658802,0.47047720069489324,continuous-prefix,2,32,32,0.496129110455513,7.938926261462366e-05,32.71986937522888
Weather,continuous_prefix_k2,5,0.40207823283889665,0.3502384496429121,0.39931354510332273,0.0052305390782627385,0.4660924369946714,continuous-prefix,2,32,32,0.489287868142128,6.545084971874738e-05,33.52173161506653
Weather,continuous_prefix_k2,6,0.3958959351781258,0.34566592920020167,0.3972794513893902,0.00387257946670284,0.46357426630998777,continuous-prefix,2,32,32,0.4928320050239563,5e-05,32.873694896698
Weather,continuous_prefix_k2,7,0.3940670814647571,0.3450446429827153,0.3957542351813523,0.0027983415145208445,0.46224096581501223,continuous-prefix,2,32,32,0.4909375011920929,3.4549150281252636e-05,32.85176420211792
Weather,continuous_prefix_k2,8,0.3901479463177037,0.34202250923006544,0.3944293824343905,0.001961453510566013,0.4616398380712912,continuous-prefix,2,32,32,0.49063268303871155,2.061073738537635e-05,33.0277373790741
Weather,continuous_prefix_k2,9,0.38866937440224936,0.34114465007175176,0.39361407586275887,0.001381412563599236,0.4614331190497867,continuous-prefix,2,32,32,0.4909796714782715,9.549150281252633e-06,33.600260972976685
Weather,continuous_prefix_k2,10,0.38956420310514067,0.34234225801074547,0.39315426013422355,0.0010835544635614865,0.46138389906190364,continuous-prefix,2,32,32,0.4899999797344208,2.4471741852423237e-06,33.12737441062927
Weather,continuous_prefix_pool96,1,0.5228224586601292,0.39071685602948986,0.4284965638004055,0.08181997331108104,0.5028562914270787,continuous-prefix,1,96,96,0.5072979107499123,0.0001,32.99698853492737
Weather,continuous_prefix_pool96,2,0.44886849376806714,0.37201675787460503,0.41064995293260054,0.027884414419531822,0.4896732167431594,continuous-prefix,1,96,96,0.4951248988509178,9.755282581475769e-05,32.57833409309387
Weather,continuous_prefix_pool96,3,0.4237849317517952,0.36555338040370805,0.4052366926082635,0.010478229021118947,0.47753322799606013,continuous-prefix,1,96,96,0.49480537325143814,9.045084971874738e-05,32.812087059020996
Weather,continuous_prefix_pool96,4,0.4171973523626689,0.3631130957216132,0.4022244545311704,0.007034736660658802,0.47049520062518035,continuous-prefix,1,96,96,0.4982216954231262,7.938926261462366e-05,33.10580229759216
Weather,continuous_prefix_pool96,5,0.4107122069984567,0.35886979341130393,0.39989229205605786,0.0052305390782627385,0.4661187424664033,continuous-prefix,1,96,96,0.4900142252445221,6.545084971874738e-05,33.8528265953064
Weather,continuous_prefix_pool96,6,0.4092608102822562,0.3590282201766968,0.39766765146479277,0.00387257946670284,0.4636001040089862,continuous-prefix,1,96,96,0.4920315369963646,5e-05,33.36171293258667
Weather,continuous_prefix_pool96,7,0.4065045518027316,0.357479567185636,0.3959641150511559,0.0027983415145208445,0.4622664302318535,continuous-prefix,1,96,96,0.4903939515352249,3.4549150281252636e-05,33.186651945114136
Weather,continuous_prefix_pool96,8,0.40241026361926796,0.3542821513293883,0.39462039022561873,0.001961453510566013,0.46166658928678356,continuous-prefix,1,96,96,0.4910634383559227,2.061073738537635e-05,32.87747526168823
Weather,continuous_prefix_pool96,9,0.4014272062571901,0.3538997728337235,0.39375899923084445,0.001381412563599236,0.4614602079890695,continuous-prefix,1,96,96,0.4914078786969185,9.549150281252633e-06,33.26901030540466
Weather,continuous_prefix_pool96,10,0.3989575777996318,0.3517329999605456,0.3933130615400924,0.0010835544635614865,0.4614102303013474,continuous-prefix,1,96,96,0.4906364157795906,2.4471741852423237e-06,32.79754328727722
