dataset,horizon,full_mse,mixed_mse,single_mse,r3_mse,winner_strategy,mixed_vs_full_mse_pct,single_vs_full_mse_pct,r3_vs_full_mse_pct,r3_vs_mixed_mse_pct,r3_vs_single_mse_pct,single_vs_mixed_mse_pct,mixed_improvement_abs,single_improvement_abs,r3_improvement_abs,interaction_residual_abs,mixed_explains_r3_ratio,single_explains_r3_ratio,r3_beats_mixed,r3_beats_single
ETTh2,96,0.3393581807613373,0.3089098036289215,0.3012893795967102,0.30479592084884644,single_720_prefix_risk,-8.972342161932268,-11.21788226210465,-10.184596061586525,-1.3317423829697805,1.16384495757198,-2.4668767202239206,0.03044837713241577,0.038068801164627075,0.034562259912490845,-0.033954918384552,0.8809718232982702,1.1014557861961152,True,False
ETTh2,192,0.38873955607414246,0.3691662549972534,0.3653062880039215,0.3690433204174042,single_720_prefix_risk,-5.035068022034761,-6.028012252437631,-5.06669191467145,-0.03330060052486594,1.022986062983544,-1.0455904192436583,0.019573301076889038,0.023433268070220947,0.01969623565673828,-0.023310333490371704,0.9937584733452767,1.1897333317193628,True,False
ETTh2,336,0.39454904198646545,0.38080111145973206,0.3815445303916931,0.3829101622104645,mixed_horizon_uniform,-3.4844668377638555,-3.2960443977502862,-2.9499196645876635,0.5538457444747902,0.357922001232569,0.19522499005091287,0.013747930526733398,0.013004511594772339,0.011638879776000977,-0.01511356234550476,1.1812073662863347,1.117333613290452,False,False
ETTh2,720,0.4192008078098297,0.41340693831443787,0.416938453912735,0.41047340631484985,r3_prefix_risk,-1.38212269333704,-0.5396826186749748,-2.081914283652586,-0.7095991207957786,-1.5505999835741413,0.8542468137317627,0.005793869495391846,0.0022623538970947266,0.008727401494979858,0.0006711781024932861,0.6638710845060323,0.25922422595042394,True,True
Weather,96,0.15470075607299805,0.15020199120044708,0.14922431111335754,0.14802636206150055,r3_prefix_risk,-2.908043235695723,-3.540024689379251,-4.314390039792748,-1.4484689061432743,-0.802784105967147,-0.6509102038366521,0.004498764872550964,0.005476444959640503,0.0066743940114974976,-0.0033008158206939697,0.6740334575395559,0.8205156828030569,True,True
Weather,192,0.20070676505565643,0.19452537596225739,0.19401873648166656,0.19240911304950714,r3_prefix_risk,-3.0798110326201167,-3.3322387375110507,-4.134216404638047,-1.0879109742272686,-0.829622675288122,-0.26044904325959184,0.006181389093399048,0.006688028573989868,0.008297652006149292,-0.004571765661239624,0.7449564152386836,0.8060145893119463,True,True
Weather,336,0.2568790018558502,0.24724797904491425,0.24781225621700287,0.24479345977306366,r3_prefix_risk,-3.7492448745734763,-3.529578351419793,-4.704760605371883,-0.9927358279457232,-1.2181788302253027,0.22822316860520164,0.009631022810935974,0.009066745638847351,0.01208554208278656,-0.006612226366996765,0.7969044950539241,0.7502142292616827,True,True
Weather,720,0.3384815454483032,0.32365867495536804,0.3260866105556488,0.3208470046520233,r3_prefix_risk,-4.37922560100078,-3.6619233926735606,-5.209897270152131,-0.868714643206292,-1.6068141818816883,0.7501531051548493,0.01482287049293518,0.012394934892654419,0.017634540796279907,-0.009583264589309692,0.8405589158330756,0.7028782340206552,True,True
