comparison,layer,metric,candidate,reference,dataset,horizon,gain_percent,candidate_value,reference_value
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTh1,96,-1.6139202074106018,0.4023602280229598,0.39596959471859455
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTh1,192,-2.035576016897611,0.4210976643159992,0.4126969050934385
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTh1,336,-5.085578261985368,0.4478225160298748,0.4261503085736687
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTh1,720,-4.113141481120297,0.4940690347357579,0.4745501170237492
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTh2,96,-0.7660718233008179,0.32041395100243886,0.3179780110554507
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTh2,192,-0.7992423696938422,0.3525165417730261,0.3497214200084238
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTh2,336,-0.3634654139896609,0.38158959702345385,0.3802076736284796
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTh2,720,0.852700109550375,0.43726292100327147,0.44102352911921394
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTm2,96,-2.4069352509662245,0.2570937686808783,0.25105113052238576
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTm2,192,-1.2882067037146117,0.29276698080566765,0.2890435030230729
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTm2,336,-0.7433669972226387,0.32682222816677275,0.3244106663377479
ordered_field_vs_categorical,matched_mechanism_attribution,mae,tsaf,siff_categorical_target_only,ETTm2,720,-0.6017815887519928,0.3778377014241379,0.3755775449073985
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,Weather,96,-0.10513455692997553,0.14226326643408893,0.142113855661603
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,Weather,192,-0.19540152519730292,0.18534350720630186,0.18498204946031516
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,Weather,336,-0.4076587420936528,0.23831301012039718,0.23734545064189394
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,Weather,720,-0.3044645845915239,0.30990243883580365,0.3089617596975937
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTm1,96,0.1908977691120417,0.28192920746072786,0.2824684333985314
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTm1,192,0.02579308709155237,0.3226731900765245,0.32275643892591027
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTm1,336,-0.012342911955842695,0.3638915464184403,0.3638466371483628
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTm1,720,-0.03212507998111569,0.4220871404047322,0.42195158811956723
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTh1,96,0.209602067803083,0.3685761305282808,0.36935029638694467
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTh1,192,0.026031754176714106,0.40142941148704503,0.401533937814673
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTh1,336,0.03431792083753438,0.4390991775281478,0.43924991896761806
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTh1,720,-0.03886525396663565,0.4962784586033915,0.49608565365420676
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTh2,96,0.028279151743826336,0.24693585162209505,0.2470057027395887
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTh2,192,-0.014972542995228544,0.28995278283575815,0.2899093760297849
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTh2,336,-0.023362938820947754,0.32441276261485524,0.32433698796278376
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTh2,720,-0.03011320728043554,0.40378330306203686,0.4036617475632813
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTm2,96,-0.5037372306442522,0.16862529179995178,0.16778012086553218
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTm2,192,-0.260642215937934,0.223133863148563,0.22255379400820607
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTm2,336,-0.13953678795783908,0.27428065274988755,0.27389846363147036
ordered_scale_vs_permuted,matched_mechanism_attribution,mse,tsaf,tsaf_permuted_scale,ETTm2,720,-0.038050087531882326,0.349078494270983,0.34894572011903896
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,Weather,96,-0.058627010439571414,0.18419236973369532,0.18408444652601288
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,Weather,192,-0.10690393153161004,0.22792029048207052,0.22767689493020105
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,Weather,336,-0.26558173897111015,0.2708840045471525,0.2701664916804304
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,Weather,720,-0.17170470196545828,0.3207312536878515,0.3201814870198155
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTm1,96,0.16536669458218078,0.3361060951146954,0.3366628232974695
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTm1,192,0.004667107076994359,0.359119036807138,0.3591357980593853
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTm1,336,-0.10478394880137909,0.381483913047582,0.3810845975579869
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTm1,720,-0.105730139914062,0.4109234255027314,0.4104894144704794
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTh1,96,0.18714212780966966,0.4023602280229598,0.4031146253102774
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTh1,192,0.060172615094000736,0.4210976643159992,0.42135120235318513
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTh1,336,0.05925021915339501,0.4478225160298748,0.44808800915730057
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTh1,720,-0.008798421632394415,0.4940690347357579,0.49402556828328853
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTh2,96,0.03187346263610058,0.32041395100243886,0.3205161105851889
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTh2,192,-0.012175944485215418,0.3525165417730261,0.3524736247801479
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTh2,336,-0.01928048241357505,0.38158959702345385,0.3815160388906706
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTh2,720,-0.02659492296217536,0.43726292100327147,0.43714666218523157
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTm2,96,-0.45734977795621745,0.2570937686808783,0.2559233040182128
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTm2,192,-0.2411646839248549,0.29276698080566765,0.29206262888984286
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTm2,336,-0.1287626979745493,0.32682222816677275,0.32640194421715735
ordered_scale_vs_permuted,matched_mechanism_attribution,mae,tsaf,tsaf_permuted_scale,ETTm2,720,-0.05105942254417517,0.3778377014241379,0.377644878130097
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,Weather,96,0.08830543518392187,0.14226326643408893,0.14238900366342797
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,Weather,192,-0.19003957541849914,0.18534350720630186,0.18499194929131024
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,Weather,336,-0.5835392983774668,0.23831301012039718,0.23693042796341673
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,Weather,720,-0.2519793827025607,0.30990243883580365,0.30912351132019056
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTm1,96,0.22901371775120305,0.28192920746072786,0.28257634605631693
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTm1,192,0.01769499127131091,0.3226731900765245,0.3227302971744394
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTm1,336,-0.00786023035179717,0.3638915464184403,0.36386294595272356
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTm1,720,0.057624546893131345,0.4220871404047322,0.4223305064454629
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTh1,96,0.19492205283312414,0.3685761305282808,0.36929596981367163
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTh1,192,0.09084532507299681,0.40142941148704503,0.40179442293668705
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTh1,336,0.034886410152223934,0.4390991775281478,0.43925241692792083
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTh1,720,-0.017324465200840855,0.4962784586033915,0.4961924959071089
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTh2,96,0.09299062193716123,0.24693585162209505,0.24716569253680032
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTh2,192,0.027857609370707248,0.28995278283575815,0.29003357925731155
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTh2,336,-0.02374000850589031,0.32441276261485524,0.3243357652765909
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTh2,720,-0.011194181538898285,0.40378330306203686,0.40373810788529846
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTm2,96,-0.2950099168222975,0.16862529179995178,0.16812929371042273
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTm2,192,-0.14689938251382095,0.223133863148563,0.22280656168524712
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTm2,336,-0.1017479034321811,0.27428065274988755,0.27400186160034407
target_coordinate_vs_global,matched_mechanism_attribution,mse,tsaf,tsaf_no_target_global,ETTm2,720,-0.015578051517883829,0.349078494270983,0.3490241231132746
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,Weather,96,0.21340076498244098,0.18419236973369532,0.1845862782635624
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,Weather,192,-0.06984098694611252,0.22792029048207052,0.2277612197982829
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,Weather,336,-0.34337299343880634,0.2708840045471525,0.2699570449608714
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,Weather,720,-0.15100023528376028,0.3207312536878515,0.32024767893916256
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTm1,96,0.20794470106324514,0.3361060951146954,0.3368064663142342
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTm1,192,0.015184420733282966,0.359119036807138,0.3591735752339643
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTm1,336,-0.08501991792950747,0.381483913047582,0.38115985125486485
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTm1,720,0.006163361516520194,0.4109234255027314,0.4109487537600733
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTh1,96,0.17717208177875365,0.4023602280229598,0.4030743632634701
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTh1,192,0.08505645127157013,0.4210976643159992,0.4214561399523088
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTh1,336,0.03835038479004238,0.4478225160298748,0.447994323576804
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTh1,720,-0.002019630112881643,0.4940690347357579,0.49405905657027605
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTh2,96,0.09078087061380469,0.32041395100243886,0.3207050898751303
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTh2,192,0.028710358479999698,0.3525165417730261,0.35261777960161395
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTh2,336,-0.015277170835692466,0.38158959702345385,0.3815313098334589
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTh2,720,-0.007054656492888611,0.43726292100327147,0.43723207578224826
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTm2,96,-0.2486387124429834,0.2570937686808783,0.2564561194874036
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTm2,192,-0.1283592247220522,0.29276698080566765,0.2923916691260256
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTm2,336,-0.07332654094294178,0.32682222816677275,0.32658275632824113
target_coordinate_vs_global,matched_mechanism_attribution,mae,tsaf,tsaf_no_target_global,ETTm2,720,-0.02850130258691408,0.3778377014241379,0.37773004344149497
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,Weather,96,-0.6401583489350271,0.14226326643408893,0.14135834916002432
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,Weather,192,-0.8409442447415039,0.18534350720630186,0.18379786959994363
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,Weather,336,-1.886517615411476,0.23831301012039718,0.23390043717064843
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,Weather,720,-1.7151782657713666,0.30990243883580365,0.3046766904601595
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTm1,96,-1.3027323003905522,0.28192920746072786,0.2783036558428947
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTm1,192,-0.28335195781958866,0.3226731900765245,0.3217614726442778
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTm1,336,0.01786298860532165,0.3638915464184403,0.3639565599372702
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTm1,720,0.4411041462671572,0.4220871404047322,0.4239572333393918
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTh1,96,-0.8023751125738388,0.3685761305282808,0.3656423076506513
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTh1,192,-2.393402945480716,0.40142941148704503,0.39204616697892714
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTh1,336,-5.997626117865051,0.4390991775281478,0.41425378436295107
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTh1,720,-5.052954571997703,0.4962784586033915,0.4724079019246133
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTh2,96,-1.1704902326508781,0.24693585162209505,0.24407893156813146
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTh2,192,-1.0886109446784475,0.28995278283575815,0.286830316616416
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTh2,336,-1.355597548816001,0.32441276261485524,0.3200738493585497
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTh2,720,0.8425681845447341,0.40378330306203686,0.4072143617167592
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTm2,96,-1.0833337669345244,0.16862529179995178,0.16681809504695122
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTm2,192,-0.7979823005251019,0.223133863148563,0.22136739055281723
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTm2,336,-0.660747091171765,0.27428065274988755,0.27248024744090416
shared_field_vs_independent,matched_mechanism_attribution,mse,tsaf,siff_independent_target_only,ETTm2,720,0.20088156237596522,0.349078494270983,0.3497811400900924
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,Weather,96,-0.7685329701285548,0.18419236973369532,0.18278758686334812
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,Weather,192,-0.8324048422464481,0.22792029048207052,0.2260387331222087
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,Weather,336,-1.3796570739943892,0.2708840045471525,0.2671975940394445
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,Weather,720,-1.2014792850962408,0.3207312536878515,0.31692348368180917
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTm1,96,-1.1379043625950436,0.3361060951146954,0.3323245594546858
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTm1,192,-0.6907621947426223,0.359119036807138,0.35665539616492126
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTm1,336,-0.8363394095952215,0.381483913047582,0.37831987483996404
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTm1,720,-0.42698276032260285,0.4109234255027314,0.40917631318610315
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTh1,96,0.1700245964438296,0.4023602280229598,0.40304550451549725
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTh1,192,-0.6051052607022323,0.4210976643159992,0.41856490605003704
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTh1,336,-2.7891233637711954,0.4478225160298748,0.4356711112760722
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTh1,720,-2.6150943023213413,0.4940690347357579,0.48147793274949136
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTh2,96,-1.324812625973082,0.32041395100243886,0.31622456799915716
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTh2,192,-1.4746869256765605,0.3525165417730261,0.34739357415433164
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTh2,336,-1.4415585866230263,0.38158959702345385,0.37616693033911414
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTh2,720,0.23193718363703208,0.43726292100327147,0.43827945402539775
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTm2,96,-1.2337970439880275,0.2570937686808783,0.2539604126171086
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTm2,192,-0.7072215598170839,0.29276698080566765,0.2907110098671254
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTm2,336,-0.6163697485863207,0.32682222816677275,0.32482013511659685
shared_field_vs_independent,matched_mechanism_attribution,mae,tsaf,siff_independent_target_only,ETTm2,720,-0.4546724621223852,0.3778377014241379,0.3761275530181098
