epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h720_l1
1,1105,0.5799782686913175,0.2645781630439456,0.2645781630439456,0.14460509227951188,0.8539750475149889,0.14460509227951188,0.17079500950299778,full,off,1,32,720,0.17369253447072375,0.0005,69.95461940765381,0,3,0.0,1,0,0,0.2645781630439456
2,1105,0.4819972077376163,0.23458076554995316,0.23458076554995316,0.0755098141021858,0.8595331200647138,0.0755098141021858,0.17190662401294277,full,off,1,32,720,0.17283157923827983,0.0004877641290737884,44.45481777191162,0,3,0.0,2,0,0,0.23458076554995316
3,1105,0.46321235450144804,0.2288653537698461,0.2288653537698461,0.06228632726011233,0.8603033464958225,0.06228632726011233,0.17206066929916453,full,off,1,32,720,0.1657198465946648,0.0004522542485937369,68.17739796638489,0,3,0.0,3,0,0,0.2288653537698461
4,1105,0.4523099328328042,0.2250971996406624,0.2250971996406624,0.05511516715606413,0.860487812245054,0.05511516715606413,0.1720975624490108,full,off,1,32,720,0.1670304111800053,0.0003969463130731183,63.391167879104614,0,3,0.0,3,1,0,0.2250971996406624
5,1105,0.44475368862777814,0.2224534228106969,0.2224534228106969,0.0502005404139536,0.8604986068350158,0.0502005404139536,0.17209972136700316,full,off,1,32,720,0.16422865588166233,0.00032725424859373687,67.98900175094604,0,3,0.0,5,0,0,0.2224534228106969
6,1105,0.43887963691448195,0.22000505941755633,0.22000505941755633,0.046806912744476785,0.8603383032444915,0.046806912744476785,0.1720676606488983,full,off,1,32,720,0.16497191350337945,0.00025,71.80475878715515,0,3,0.0,5,1,0,0.22000505941755633
7,1105,0.4344718016380638,0.21804457452502185,0.21804457452502185,0.044405547040620004,0.8601083851507886,0.044405547040620004,0.17202167703015772,full,off,1,32,720,0.16487284226912177,0.00017274575140626317,66.95114040374756,0,3,0.0,5,2,0,0.21804457452502185
8,1105,0.4313001156122976,0.21656510626298808,0.21656510626298808,0.04276128305096971,0.8598686140586888,0.04276128305096971,0.17197372281173776,full,off,1,32,720,0.16388747580090746,0.00010305368692688174,76.83545303344727,0,3,0.0,8,0,0,0.21656510626298808
9,1105,0.4291015411663918,0.2153691490985689,0.2153691490985689,0.04180039805929046,0.8596599529231835,0.04180039805929046,0.1719319905846367,full,off,1,32,720,0.16368051862551106,4.7745751406263163e-05,62.08476161956787,0,3,0.0,9,0,0,0.2153691490985689
10,1105,0.4280123268587018,0.2147641734165304,0.2147641734165304,0.04134238723378915,0.8595288120243884,0.04134238723378915,0.17190576240487768,full,off,1,32,720,0.16237893778985987,1.2235870926211617e-05,62.85314321517944,0,3,0.0,10,0,0,0.2147641734165304
