run_start dataset=Solar mode=fixed pred_len=720 target_horizons=[720] encoder_mode=timealign-token-mlp readout_mode=official pcc_objective_mode=off output_dir=/home/yingch/exp_outputs/r-2026-fatst/timealign_official_reproduction/main_i_8dataset_20260806/runs/TimeAlign__Solar__H720__seed2021
train 35353
val 4537
	iters: 100, epoch: 1 | loss: 0.6859907
	iters: 200, epoch: 1 | loss: 0.6399575
	iters: 300, epoch: 1 | loss: 0.5856202
	iters: 400, epoch: 1 | loss: 0.5635374
	iters: 500, epoch: 1 | loss: 0.5413501
	iters: 600, epoch: 1 | loss: 0.5454407
	iters: 700, epoch: 1 | loss: 0.5277972
	iters: 800, epoch: 1 | loss: 0.5244038
	iters: 900, epoch: 1 | loss: 0.4956252
	iters: 1000, epoch: 1 | loss: 0.4896121
	iters: 1100, epoch: 1 | loss: 0.4860307
Epoch: 1, Steps: 1105 | Train Loss: 0.5799783 Vali Loss: 0.1736925
Updating learning rate to 0.0004877641290737884
	iters: 100, epoch: 2 | loss: 0.5035141
	iters: 200, epoch: 2 | loss: 0.4970754
	iters: 300, epoch: 2 | loss: 0.4775436
	iters: 400, epoch: 2 | loss: 0.4743102
	iters: 500, epoch: 2 | loss: 0.4867834
	iters: 600, epoch: 2 | loss: 0.4656065
	iters: 700, epoch: 2 | loss: 0.4734719
	iters: 800, epoch: 2 | loss: 0.4849179
	iters: 900, epoch: 2 | loss: 0.4743805
	iters: 1000, epoch: 2 | loss: 0.4805783
	iters: 1100, epoch: 2 | loss: 0.4553241
Epoch: 2, Steps: 1105 | Train Loss: 0.4819972 Vali Loss: 0.1728316
Updating learning rate to 0.0004522542485937369
	iters: 100, epoch: 3 | loss: 0.4711321
	iters: 200, epoch: 3 | loss: 0.4584747
	iters: 300, epoch: 3 | loss: 0.4550157
	iters: 400, epoch: 3 | loss: 0.4624289
	iters: 500, epoch: 3 | loss: 0.4830884
	iters: 600, epoch: 3 | loss: 0.4528689
	iters: 700, epoch: 3 | loss: 0.4708520
	iters: 800, epoch: 3 | loss: 0.4654648
	iters: 900, epoch: 3 | loss: 0.4547998
	iters: 1000, epoch: 3 | loss: 0.4659276
	iters: 1100, epoch: 3 | loss: 0.4593319
