segment_a,segment_b,cosine
0,1,-0.5225449800491333
0,2,0.6305527687072754
0,3,-0.598822295665741
0,4,0.7348281145095825
0,5,-0.6313489079475403
0,6,0.594843327999115
0,7,-0.6340950727462769
0,8,0.633155345916748
0,9,-0.6155318021774292
0,10,0.6762257218360901
0,11,-0.5928502082824707
0,12,0.6341819167137146
0,13,-0.5910894870758057
0,14,0.6295559406280518
1,2,-0.23675227165222168
1,3,0.9741292595863342
1,4,-0.34850144386291504
1,5,0.9582997560501099
1,6,-0.2793347239494324
1,7,0.938003420829773
1,8,-0.33316871523857117
1,9,0.9398332238197327
1,10,-0.3524829149246216
1,11,0.9413647651672363
1,12,-0.33472681045532227
1,13,0.9445545673370361
1,14,-0.31230440735816956
2,3,-0.17553015053272247
2,4,0.9626653790473938
2,5,-0.19494932889938354
2,6,0.9594688415527344
2,7,-0.17544585466384888
2,8,0.9362108707427979
2,9,-0.18629227578639984
2,10,0.9248141050338745
2,11,-0.16295106709003448
2,12,0.9488845467567444
2,13,-0.13637006282806396
2,14,0.9667311310768127
3,4,-0.2932218611240387
3,5,0.9952763319015503
3,6,-0.19114871323108673
3,7,0.985560417175293
3,8,-0.2520689368247986
3,9,0.9794174432754517
3,10,-0.28339800238609314
3,11,0.9776948690414429
3,12,-0.25679099559783936
3,13,0.9833905696868896
3,14,-0.2351267784833908
4,5,-0.30483338236808777
4,6,0.9731386303901672
4,7,-0.2821901738643646
4,8,0.9681151509284973
4,9,-0.2872263789176941
4,10,0.9658524990081787
4,11,-0.2669391930103302
4,12,0.9630139470100403
4,13,-0.2495526373386383
4,14,0.9681178331375122
5,6,-0.1905173659324646
5,7,0.9956762194633484
5,8,-0.24819104373455048
5,9,0.990348219871521
5,10,-0.28184664249420166
5,11,0.9858273267745972
5,12,-0.25802597403526306
5,13,0.9873708486557007
5,14,-0.24215953052043915
6,7,-0.15700948238372803
6,8,0.991396427154541
6,9,-0.1633540242910385
6,10,0.9785839319229126
6,11,-0.1462078094482422
6,12,0.9815476536750793
6,13,-0.13175402581691742
6,14,0.9785062670707703
7,8,-0.2106872797012329
7,9,0.9957853555679321
7,10,-0.24551081657409668
7,11,0.991208016872406
7,12,-0.22312232851982117
7,13,0.9887517690658569
7,14,-0.21246013045310974
8,9,-0.21039879322052002
8,10,0.9932471513748169
8,11,-0.1926582157611847
8,12,0.9864168167114258
8,13,-0.1846942901611328
8,14,0.972782552242279
9,10,-0.23920463025569916
9,11,0.9970011711120605
9,12,-0.21976232528686523
9,13,0.9914087057113647
9,14,-0.21396751701831818
10,11,-0.2174772322177887
10,12,0.9894729256629944
10,13,-0.21013914048671722
10,14,0.9724374413490295
11,12,-0.19480787217617035
11,13,0.995419442653656
11,14,-0.18822568655014038
12,13,-0.1791088879108429
12,14,0.9919863343238831
13,14,-0.16428057849407196
