scope,residual_base_mae_ratio,residual_energy,residual_second_diff_smoothness,error_process_state_norm,segment_state_cosine,base_prediction_mse,final_prediction_mse,residual_gain_mse_pct,prediction_decomposition_max_abs
all,0.005930490326136351,8.053684723563492e-05,0.00028239688253961504,3.2583422660827637,0.9007357954978943,0.409023255109787,0.4089679419994354,-0.013523219196076575,9.5367431640625e-07
1-96,0.0031469850800931454,2.3105336367734708e-05,0.00011790880671469495,2.197690486907959,0.726893961429596,0.281908243894577,0.28188854455947876,-0.006987853858408943,9.5367431640625e-07
97-192,0.006838101893663406,0.00010561557428445667,0.00035762679181061685,3.099327564239502,0.8961459398269653,0.34595879912376404,0.34587255120277405,-0.024930113703758305,4.76837158203125e-07
193-336,0.007313242647796869,0.00011180111323483288,0.00038992418558336794,3.477760076522827,0.9231225252151489,0.3970491290092468,0.39696699380874634,-0.020686407675851726,7.152557373046875e-07
337-720,0.005920687690377235,7.690094207646325e-05,0.0002674252027645707,3.4809772968292236,0.9375826120376587,0.4610583484172821,0.46101197600364685,-0.010057819101272347,4.76837158203125e-07
