model,strategy,dataset,horizon,segment,segment_start,segment_end,future_region,mse,mae,baseline_model,baseline_strategy,baseline_mse,baseline_mae,relative_mse_pct,relative_mae_pct,mse_win,mae_win
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,96,1-96,1,96,early_1_96,0.33390194177627563,0.38208234310150146,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3393581807613373,0.3825231194496155,-1.6078112432182379,-0.11522868179790757,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,192,1-96,1,96,early_1_96,0.3278704285621643,0.3764915466308594,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3345992863178253,0.37814587354660034,-2.0110197573073973,-0.43748379434241924,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,192,97-192,97,192,middle_97_336,0.42679259181022644,0.4428218901157379,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.44287991523742676,0.44843849539756775,-3.6324346337936686,-1.25248062766119,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,336,1-96,1,96,early_1_96,0.2963756322860718,0.35722464323043823,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.29967692494392395,0.3584127724170685,-1.1016172361185017,-0.3314974459804332,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,336,97-192,97,192,middle_97_336,0.38520172238349915,0.41799092292785645,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3950093984603882,0.4228722155094147,-2.4828968918501726,-1.154318586686509,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,336,193-336,193,336,middle_97_336,0.4486752450466156,0.4640381932258606,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.4574902653694153,0.47024375200271606,-1.9268213971026737,-1.3196472574971363,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,720,1-96,1,96,early_1_96,0.2705238163471222,0.3380659222602844,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.2677626609802246,0.3334573209285736,1.0311950728266517,1.382066322273956,False,False
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,720,97-192,97,192,middle_97_336,0.33861157298088074,0.3896119296550751,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.34515154361724854,0.39188912510871887,-1.8948113538267197,-0.5810815630599708,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,720,193-336,193,336,middle_97_336,0.3642410933971405,0.4179685413837433,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.3720743954181671,0.42428138852119446,-2.105305314605943,-1.4878915993591368,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,720,337-720,337,720,late_337_720,0.4766353964805603,0.4921674132347107,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.49324503540992737,0.5007806420326233,-3.367421410651017,-1.7199604127971613,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,Weather,96,1-96,1,96,early_1_96,0.15633253753185272,0.2080884575843811,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15470075607299805,0.204793781042099,1.0547986320666114,1.60877763256142,False,False
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,Weather,192,1-96,1,96,early_1_96,0.15731343626976013,0.20878128707408905,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15561041235923767,0.20537154376506805,1.0944151388731616,1.6602803127007348,False,False
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,Weather,192,97-192,97,192,middle_97_336,0.24278995394706726,0.2858578562736511,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24580314755439758,0.2872154414653778,-1.225856396596181,-0.4726713803409277,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,Weather,336,1-96,1,96,early_1_96,0.15846721827983856,0.209442138671875,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.1569167673587799,0.20621000230312347,0.988072178108057,1.567400384390849,False,False
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,Weather,336,97-192,97,192,middle_97_336,0.244249165058136,0.2870379686355591,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24739544093608856,0.2884344458580017,-1.2717598457141266,-0.4841575763562367,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,Weather,336,193-336,193,336,middle_97_336,0.32492795586586,0.33789148926734924,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.32984283566474915,0.3398382067680359,-1.49006716759027,-0.5728365621983866,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,Weather,720,1-96,1,96,early_1_96,0.155328631401062,0.20857146382331848,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.15296243131160736,0.20479021966457367,1.5469158466985489,1.8463988001663934,False,False
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,Weather,720,97-192,97,192,middle_97_336,0.2388913631439209,0.2863917648792267,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.24120700359344482,0.2874808609485626,-0.9600220619741862,-0.37884124381094564,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,Weather,720,193-336,193,336,middle_97_336,0.3231548070907593,0.3391560912132263,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.32862523198127747,0.34143078327178955,-1.664639339327978,-0.6662234836489533,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,Weather,720,337-720,337,720,late_337_720,0.4075779318809509,0.38698798418045044,PatchEncoderFullTimeMSE720,D0_full_time_mse,0.4128761291503906,0.38973480463027954,-1.2832413635397666,-0.7047921861725648,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,96,1-96,1,96,early_1_96,0.33390194177627563,0.38208234310150146,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.30479592084884644,0.35886070132255554,9.549347263693653,6.470934736894907,False,False
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,192,1-96,1,96,early_1_96,0.3278704285621643,0.3764915466308594,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.30273088812828064,0.35670754313468933,8.30425352012012,5.546281225878036,False,False
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,192,97-192,97,192,middle_97_336,0.42679259181022644,0.4428218901157379,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.4353557229042053,0.4440152645111084,-1.966927421294773,-0.2687687768312408,True,True
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,336,1-96,1,96,early_1_96,0.2963756322860718,0.35722464323043823,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.27497684955596924,0.3399970233440399,7.782030656274208,5.066991386264541,False,False
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,336,97-192,97,192,middle_97_336,0.38520172238349915,0.41799092292785645,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.3836177885532379,0.4158962666988373,0.41289373890476266,0.5036487212653817,False,False
PatchEncoderLateConflictAdapterRouting,RG-A_late_conflict_adapter,ETTh2,336,193-336,193,336,middle_97_336,0.4486752450466156,0.4640381932258606,PatchEncoderR3PrefixRisk,D1_r3_prefix_risk,0.4543939232826233,0.4657894968986511,-1.258528766118816,-0.3759860805044313,True,True
