target_horizon,segment_start,segment_end,mse,mae,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
96,0,96,0.8639076352119446,0.638694167137146,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,0,96,0.8639076352119446,0.638694167137146,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,96,192,1.3719195127487183,0.8113712072372437,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,0,96,0.8639076352119446,0.638694167137146,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,96,192,1.3719195127487183,0.8113712072372437,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,192,288,1.6304991245269775,0.9009218215942383,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,288,336,1.6377758979797363,0.902992844581604,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,0,96,0.8639076352119446,0.638694167137146,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,96,192,1.3719195127487183,0.8113712072372437,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,192,288,1.6304991245269775,0.9009218215942383,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,288,384,1.6211799383163452,0.898628830909729,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,384,480,1.5698691606521606,0.8887518048286438,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,480,576,1.6017916202545166,0.9045152068138123,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,576,672,1.6691744327545166,0.9251092672348022,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,672,720,1.7907218933105469,0.9763182401657104,unified,CPSI_iscf_v1_cpsi_common,ETTh1,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
