scope,mean_abs_gamma,mean_abs_beta,mean_segment_state_norm,std_segment_state_norm
all,0.597226083278656,0.08593196421861649,8.191094398498535,1.8321905136108398
segment_0,0.5529890656471252,0.08185945451259613,8.179647445678711,1.6429266929626465
segment_1,0.6109983921051025,0.08726098388433456,8.521368026733398,1.9043508768081665
segment_2,0.620693564414978,0.08814908564090729,8.296286582946777,1.8889963626861572
segment_3,0.6042234897613525,0.08645832538604736,7.767075061798096,1.7982079982757568
