epoch,train_loss,train_mse_loss,train_residual_loss,train_smoothness_loss,mse,mae
1,0.6446751551602476,0.6446751551602476,3.841148515592742e-06,6.154885393639877e-07,0.6738818883895874,0.4581083059310913
2,0.6043507370256609,0.6043507370256609,2.191976327464209e-05,2.4210100864724396e-06,0.6631693840026855,0.45276322960853577
3,0.594006158010934,0.594006158010934,0.00012496583510637134,9.0874810686278e-06,0.6649307012557983,0.45167580246925354
4,0.5865809069312174,0.5865808640970551,0.0003716249124682759,2.195896871931856e-05,0.6624141931533813,0.45168495178222656
5,0.581082401416635,0.5810823395688046,0.0006340919311807614,3.349402781768275e-05,0.6623692512512207,0.4523566961288452
6,0.5753317594955472,0.5753316637862967,0.0009593326313835052,4.569723188398718e-05,0.6649450659751892,0.4548177421092987
7,0.5701037936954088,0.5701036603860957,0.0013427207276465432,5.985608761852664e-05,0.6762326955795288,0.46279579401016235
8,0.5641935947334468,0.5641934217945221,0.00172242916591372,7.193054294332154e-05,0.6722205281257629,0.46252381801605225
9,0.5574935608439975,0.5574933409049947,0.002214892325492235,8.74882794849451e-05,0.6821771860122681,0.46588951349258423
10,0.5504717474342674,0.5504714828451902,0.0026475385183595307,0.00010010649331830322,0.6841708421707153,0.46778833866119385
11,0.544053792312581,0.544053495998451,0.0029605504310619766,0.00010704118906567041,0.6838991641998291,0.4645635187625885
12,0.5370686044616084,0.5370682913769957,0.0031362139406250155,0.0001119784020867172,0.6973659992218018,0.46987032890319824
13,0.5311126792302696,0.5311123767206746,0.0030333243717696502,0.00010709373209367617,0.7069712281227112,0.47789865732192993
14,0.5248034214033448,0.5248031220983006,0.002996352084788851,0.00010407101081815251,0.7235535383224487,0.48159539699554443
15,0.5188576324866236,0.518857343115687,0.0028933082184817737,9.906327253976156e-05,0.7380061745643616,0.488669753074646
