scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
all,0.0001226602034876123,0.007611079141497612,0.41776788234710693,0.014343922957777977,0.014388875104486942,0.0181854497641325,0.01847306825220585,1.016513466835022,4.413546861314899e-08
1-96,2.599064100650139e-05,0.0036875298246741295,0.20508873462677002,0.006949559319764376,0.006971338298171759,0.01798086427152157,0.018127432093024254,1.016513466835022,6.706374122700254e-09
97-192,3.45723019563593e-05,0.004241216462105513,0.23470130562782288,0.007993043400347233,0.00801809225231409,0.018066739663481712,0.01819673739373684,1.016513466835022,9.252114629987318e-09
193-336,8.245243225246668e-05,0.006527814082801342,0.35857445001602173,0.012302390299737453,0.01234094426035881,0.018198464065790176,0.018362950533628464,1.016513466835022,2.0492215924150514e-08
337-720,0.00018392747733742,0.00984065793454647,0.5389018058776855,0.018545811995863914,0.018603932112455368,0.018260257318615913,0.01847306825220585,1.016513466835022,7.132751989047392e-08
