dataset,seed,split,loss,basis,batch_count,mean_responsibility_js,mean_short_pair_cosine,mean_long_pair_cosine,mean_short_negative_pair_fraction,mean_long_negative_pair_fraction,mean_same_component_cosine,mean_same_component_negative_fraction,mean_short_zero_group_count,mean_long_zero_group_count,mean_short_alignment_efficiency,mean_long_alignment_efficiency,mean_short_cancellation,mean_long_cancellation,mean_short_additivity_relative_gap,mean_long_additivity_relative_gap,component_negative_fraction,maximum_cancellation
ETTh1,2021,validation,l1,random_s20260717,4,0.0005846992717124522,0.05190294563016366,0.1273223393419314,0.047619047619047616,0.011904761904761904,0.5139299886567252,0.0,0.0,0.0,0.49628195976949496,0.5869249806747393,0.503718040230505,0.4130750193252607,2.5243926429648375e-07,2.2536376815089906e-07,0.047619047619047616,0.503718040230505
ETTh1,2021,validation,l1,rgnb,4,0.09217018447816372,0.002573564370686654,0.027845529207427586,0.14285714285714285,0.07142857142857142,0.6100583329796792,0.0,2.0,0.0,0.5194607995180276,0.5022184973335315,0.4805392004819724,0.4977815026664685,2.600121569570133e-07,2.273949231864671e-07,0.14285714285714285,0.4977815026664685
ETTh1,2021,validation,mse,dct,4,0.009841304272413254,0.004363071418733203,0.014478744409557077,0.36904761904761907,0.17857142857142855,0.5123177213328225,0.0,0.0,0.0,0.4912936233066339,0.587998133864681,0.5087063766933662,0.412001866135319,2.467902782283475e-07,2.0208015798172247e-07,0.36904761904761907,0.5087063766933662
ETTh1,2021,validation,mse,random_s20260715,4,0.0010276040993630886,0.07585674881591417,0.19779594251442523,0.09523809523809523,0.011904761904761904,0.46816479308264597,0.0,0.0,0.0,0.5367502808405551,0.6507791237217068,0.4632497191594449,0.34922087627829324,2.2906802222871335e-07,1.9247623026657942e-07,0.09523809523809523,0.4632497191594449
ETTh1,2021,validation,mse,random_s20260716,4,0.0012026744661852717,0.08546867933390397,0.19434277076895037,0.011904761904761904,0.0,0.47850452789238523,0.0,0.0,0.0,0.5292826776882601,0.6498074820771511,0.4707173223117399,0.3501925179228489,2.2858312485575265e-07,1.9304734166011386e-07,0.011904761904761904,0.4707173223117399
ETTh1,2021,validation,mse,random_s20260717,4,0.0014840989897493273,0.0816721435126272,0.18642460028197438,0.047619047619047616,0.03571428571428571,0.48472252062388826,0.0,0.0,0.0,0.533117028951547,0.6494615053605779,0.46688297104845294,0.3505384946394221,2.2925114609198883e-07,1.92826253393153e-07,0.047619047619047616,0.46688297104845294
ETTh1,2021,validation,mse,rgnb,4,0.07117363810539246,0.005101102640037425,0.040719456082331906,0.20238095238095238,0.08333333333333333,0.5723381176590919,0.0,2.0,0.0,0.5711667439618466,0.6096966072849407,0.4288332560381533,0.3903033927150593,2.3936369329859843e-07,1.980292199840642e-07,0.20238095238095238,0.4288332560381533
ETTh1,2022,train,l1,dct,4,0.005564519960898906,0.00044865126533079005,0.0011886567829476138,0.5238095238095237,0.5,0.5454133578709194,0.0,0.0,0.0,0.3950309265143742,0.4311969889595021,0.6049690734856258,0.5688030110404979,2.853078020561174e-07,2.5107899362476266e-07,0.5238095238095237,0.6049690734856258
ETTh1,2022,train,l1,random_s20260715,4,0.00022210042516235262,0.026003182034141252,0.1011462268375215,0.14285714285714285,0.0,0.5169985954250608,0.0,0.0,0.0,0.46717121414635765,0.5542986681770022,0.5328287858536424,0.44570133182299776,2.6963073624362323e-07,2.43109314493944e-07,0.14285714285714285,0.5328287858536424
ETTh1,2022,train,l1,random_s20260716,4,0.0002482417330611497,0.034484005552561335,0.10277623930458157,0.07142857142857142,0.0,0.519149899482727,0.0,0.0,0.0,0.468628430832403,0.553909106169993,0.531371569167597,0.446090893830007,2.687420485567574e-07,2.426961003043085e-07,0.07142857142857142,0.531371569167597
ETTh1,2022,train,l1,random_s20260717,4,0.0003092196420766413,0.029948547280149625,0.09506196573021866,0.08333333333333333,0.0,0.5234204881957599,0.0,0.0,0.0,0.46641390553656703,0.5504879688706806,0.533586094463433,0.44951203112931937,2.692357350726858e-07,2.4223606464483156e-07,0.08333333333333333,0.533586094463433
ETTh1,2022,train,l1,rgnb,4,0.10392274148762226,0.0025566467782482507,0.02319855552507631,0.20238095238095238,0.21428571428571427,0.6217135399580003,0.0,2.0,0.0,0.5015788524799583,0.4657145870759061,0.49842114752004174,0.5342854129240939,2.6601033169838107e-07,2.3384846772504725e-07,0.21428571428571427,0.5342854129240939
ETTh1,2022,train,mse,dct,4,0.011297753895632923,-0.0006028807741434623,0.0011918219471616404,0.5476190476190477,0.5357142857142857,0.507476164826325,0.0,0.0,0.0,0.4172162693283764,0.4902467278887984,0.5827837306716236,0.5097532721112016,2.7667646596441917e-07,2.2050430735906224e-07,0.5476190476190477,0.5827837306716236
ETTh1,2022,train,mse,random_s20260715,4,0.0004280896682757884,0.0317797049702633,0.14266191156847136,0.11904761904761904,0.0,0.45852930418082644,0.0,0.0,0.0,0.4774958787155912,0.5997862423129932,0.5225041212844088,0.4002137576870069,2.611864636942398e-07,2.164045963201926e-07,0.11904761904761904,0.5225041212844088
ETTh1,2022,train,mse,random_s20260716,4,0.0006547602824866772,0.04307977876271166,0.1451912926554325,0.05952380952380952,0.0,0.4602643091763769,0.0,0.0,0.0,0.48019772612829076,0.6001955887789151,0.5198022738717093,0.3998044112210849,2.6176407895583317e-07,2.1624427108548925e-07,0.05952380952380952,0.5198022738717093
ETTh1,2022,train,mse,random_s20260717,4,0.000800860914750956,0.037195418373725954,0.13430881753031695,0.10714285714285714,0.011904761904761904,0.46998732324157444,0.0,0.0,0.0,0.47678644645636864,0.595215338091689,0.5232135535436313,0.40478466190831097,2.618936108889944e-07,2.1674032835830478e-07,0.10714285714285714,0.5232135535436313
ETTh1,2022,train,mse,rgnb,4,0.09588754549622536,0.002360668795881793,0.026465849126301087,0.23809523809523808,0.23809523809523808,0.5764783039689064,0.0,2.0,0.0,0.5107655253488246,0.5161403603617314,0.48923447465117537,0.4838596396382686,2.621809287201084e-07,2.1204163825965647e-07,0.23809523809523808,0.48923447465117537
ETTh1,2022,validation,l1,dct,4,0.00652297493070364,0.0008680885962565384,0.0053098841003486,0.47619047619047616,0.2738095238095238,0.5302236835871423,0.0,0.0,0.0,0.41373153887386427,0.4690653587029934,0.5862684611261357,0.5309346412970066,2.8155101348404497e-07,2.4358240219142796e-07,0.47619047619047616,0.5862684611261357
ETTh1,2022,validation,l1,random_s20260715,4,0.000305806053802371,0.03144265236222141,0.11795988499319979,0.15476190476190477,0.0,0.5070651535476958,0.0,0.0,0.0,0.47853678799621663,0.5743601658198061,0.5214632120037834,0.4256398341801939,2.6189075974686624e-07,2.3169539823848985e-07,0.15476190476190477,0.5214632120037834
ETTh1,2022,validation,l1,random_s20260716,4,0.0003462966997176409,0.04394573181135846,0.12090897486944284,0.03571428571428571,0.0,0.5100546159914562,0.0,0.0,0.0,0.4807707092427519,0.5736811408869926,0.5192292907572481,0.4263188591130074,2.615391282978348e-07,2.3243556189317051e-07,0.03571428571428571,0.5192292907572481
ETTh1,2022,validation,l1,random_s20260717,4,0.0004807543591596186,0.038497736857694,0.11281258260299053,0.05952380952380952,0.0,0.507993432027953,0.0,0.0,0.0,0.4784421508249346,0.5723009524586096,0.5215578491750654,0.4276990475413904,2.6275043315909405e-07,2.3195119023412556e-07,0.05952380952380952,0.5215578491750654
ETTh1,2022,validation,l1,rgnb,4,0.09404652006924152,0.0028101989708375187,0.02309929699029973,0.16666666666666666,0.10714285714285714,0.6060753345489502,0.0,2.0,0.0,0.5139936604245805,0.4955963989120703,0.48600633957541955,0.5044036010879297,2.648682572670823e-07,2.3224258870167371e-07,0.16666666666666666,0.5044036010879297
ETTh1,2022,validation,mse,dct,4,0.01208106754347682,0.001820549233040462,0.013343304431708973,0.5,0.26190476190476186,0.5050968985472406,0.0,0.0,0.0,0.47905141259368084,0.5876593992152739,0.5209485874063191,0.41234060078472606,2.53311446657214e-07,2.0361491024189112e-07,0.5,0.5209485874063191
ETTh1,2022,validation,mse,random_s20260715,4,0.0008973400108516216,0.04784227604423428,0.18246550742714177,0.20238095238095238,0.0,0.464765082512583,0.0,0.0,0.0,0.5084920905088446,0.6407749810889125,0.4915079094911554,0.3592250189110875,2.4087405716610894e-07,1.9715574654183507e-07,0.20238095238095238,0.4915079094911554
ETTh1,2022,validation,mse,random_s20260716,4,0.0010720568243414164,0.0699641885834613,0.1871108934505,0.03571428571428571,0.0,0.4676815505538668,0.0,0.0,0.0,0.5117718985156838,0.6414741711453151,0.48822810148431617,0.3585258288546849,2.40390284203811e-07,1.975996879325764e-07,0.03571428571428571,0.48822810148431617
ETTh1,2022,validation,mse,random_s20260717,4,0.0013411509862635285,0.061106960012000944,0.1733230016903863,0.047619047619047616,0.0,0.4682010124836649,0.0,0.0,0.0,0.5077300843004939,0.638836158255992,0.492269915699506,0.3611638417440079,2.4132317677925504e-07,1.963891712664116e-07,0.047619047619047616,0.492269915699506
ETTh1,2022,validation,mse,rgnb,4,0.07303116843104362,0.004394772660452873,0.0339326605677516,0.22619047619047616,0.10714285714285714,0.5641848623752594,0.0,2.0,0.0,0.5643856372928739,0.6070553167397533,0.43561436270712606,0.3929446832602467,2.4476965834819864e-07,1.9906320992732381e-07,0.22619047619047616,0.43561436270712606
ETTh1,2023,train,l1,dct,4,0.005265333224087954,0.0014467374865143072,0.0018971558692144406,0.41666666666666663,0.47619047619047616,0.5404993370175362,0.0,0.0,0.0,0.39783093703011174,0.4313939984555733,0.6021690629698883,0.5686060015444268,2.8479546771103813e-07,2.511109989570971e-07,0.47619047619047616,0.6021690629698883
ETTh1,2023,train,l1,random_s20260715,4,0.00020254567789379507,0.025549154778543328,0.10071619787430834,0.11904761904761904,0.0,0.510646321943828,0.0,0.0,0.0,0.46795392590584084,0.5525839169155453,0.532046074094159,0.4474160830844547,2.6913290081614114e-07,2.435438870213681e-07,0.11904761904761904,0.532046074094159
ETTh1,2023,train,l1,random_s20260716,4,0.0002916393568739295,0.033465840870381465,0.10282359958537632,0.047619047619047616,0.0,0.5125358008912632,0.0,0.0,0.0,0.465384144676825,0.5538948970129339,0.534615855323175,0.44610510298706607,2.687820143721394e-07,2.4279307464417184e-07,0.047619047619047616,0.534615855323175
ETTh1,2023,train,l1,random_s20260717,4,0.00040639763756189495,0.02854512147660855,0.09637368514779068,0.09523809523809523,0.0,0.5183764855776515,0.0,0.0,0.0,0.46814786522558816,0.5519585459120971,0.5318521347744118,0.44804145408790286,2.6881202215618563e-07,2.4230113662315503e-07,0.09523809523809523,0.5318521347744118
ETTh1,2023,train,l1,rgnb,4,0.1036140788346529,0.00287069709302159,0.02515948951449467,0.20238095238095238,0.17857142857142855,0.6191582202911377,0.0,2.0,0.0,0.5026017576594382,0.4652689615521405,0.49739824234056185,0.5347310384478595,2.639222658311812e-07,2.332909836108373e-07,0.20238095238095238,0.5347310384478595
ETTh1,2023,train,mse,dct,4,0.011204707901924849,0.0015491399071401073,0.0035195424931035156,0.42857142857142855,0.5714285714285714,0.5031302294560841,0.0,0.0,0.0,0.4169901711126339,0.48512498485697997,0.5830098288873661,0.51487501514302,2.7389323371647277e-07,2.223013054210731e-07,0.5714285714285714,0.5830098288873661
ETTh1,2023,train,mse,random_s20260715,4,0.0004280984794604592,0.03135285405109504,0.13939594011753798,0.11904761904761904,0.0,0.44838748020785196,0.0,0.0,0.0,0.4763708283466586,0.5940345905699347,0.5236291716533414,0.4059654094300653,2.6214403804524916e-07,2.1752027264425666e-07,0.11904761904761904,0.5236291716533414
ETTh1,2023,train,mse,random_s20260716,4,0.000640416401438415,0.03783616994596308,0.14141217965100492,0.07142857142857142,0.0,0.4534602463245392,0.0,0.0,0.0,0.4729191922113172,0.595919348373156,0.5270808077886828,0.4040806516268441,2.644544956169901e-07,2.172196468824953e-07,0.07142857142857142,0.5270808077886828
ETTh1,2023,train,mse,random_s20260717,4,0.0010011571866925806,0.03284846103495164,0.13146470773166843,0.14285714285714285,0.0,0.4621144863111632,0.0,0.0,0.0,0.47453808095687616,0.5920908225971971,0.5254619190431238,0.40790917740280286,2.623706151351359e-07,2.1815392710060336e-07,0.14285714285714285,0.5254619190431238
ETTh1,2023,train,mse,rgnb,4,0.0972159169614315,0.0037166085821809247,0.030579336439370223,0.20238095238095238,0.2738095238095238,0.5762362226843833,0.0,2.0,0.0,0.508735524077666,0.5107291180289447,0.491264475922334,0.4892708819710553,2.60242892971223e-07,2.1122251238471187e-07,0.2738095238095238,0.491264475922334
ETTh1,2023,validation,l1,dct,4,0.006861261441372335,0.0038712624601820217,0.007704005629334244,0.30952380952380953,0.26190476190476186,0.5323520419853074,0.0,0.0,0.0,0.4172377368294438,0.4694052376716762,0.5827622631705562,0.5305947623283238,2.7998751596079275e-07,2.446426455613107e-07,0.30952380952380953,0.5827622631705562
ETTh1,2023,validation,l1,random_s20260715,4,0.0002789198770187795,0.03382596932351589,0.12233995349102077,0.09523809523809523,0.0,0.5009287010346141,0.0,0.0,0.0,0.48148036980912406,0.5753046421089112,0.5185196301908759,0.4246953578910888,2.6044150852365666e-07,2.3031946244529816e-07,0.09523809523809523,0.5185196301908759
ETTh1,2023,validation,l1,random_s20260716,4,0.0003865215112455189,0.04319813465034323,0.12359577537115132,0.047619047619047616,0.0,0.5121064494763102,0.0,0.0,0.0,0.4774040804208532,0.5761181850526531,0.5225959195791468,0.42388181494734684,2.612673997948551e-07,2.3125001596009762e-07,0.047619047619047616,0.5225959195791468
ETTh1,2023,validation,l1,random_s20260717,4,0.0005665364442393184,0.037345228744449004,0.11513524961524776,0.09523809523809523,0.0,0.5050341305988175,0.0,0.0,0.0,0.48179787879478825,0.5754499732449596,0.5182021212052118,0.42455002675504044,2.603709781997691e-07,2.3009513000112e-07,0.09523809523809523,0.5182021212052118
ETTh1,2023,validation,l1,rgnb,4,0.09474083036184311,0.004227916104719042,0.02676651215352606,0.13095238095238093,0.13095238095238093,0.6045499190688133,0.0,2.0,0.0,0.5166951880958979,0.49605214320087243,0.4833048119041021,0.5039478567991276,2.619677450129047e-07,2.3303577727463983e-07,0.13095238095238093,0.5039478567991276
ETTh1,2023,validation,mse,dct,4,0.011300328420475125,0.005731003381134498,0.019006588438060135,0.369047619047619,0.11904761904761904,0.5131632121545928,0.0,0.0,0.0,0.4835014780716802,0.5870601102515123,0.5164985219283198,0.4129398897484877,2.4928655879831154e-07,2.0511153303447177e-07,0.369047619047619,0.5164985219283198
ETTh1,2023,validation,mse,random_s20260715,4,0.0007853654096834362,0.06083516028177525,0.18886564951390028,0.05952380952380952,0.0,0.46369904918330057,0.0,0.0,0.0,0.5182407582260403,0.6407909003618968,0.4817592417739597,0.3592090996381032,2.3583119513452755e-07,1.956843495759359e-07,0.05952380952380952,0.4817592417739597
ETTh1,2023,validation,mse,random_s20260716,4,0.0009960440802387893,0.07263260115204113,0.1914989242684983,0.03571428571428571,0.0,0.47648679997239796,0.0,0.0,0.0,0.5121995908275033,0.6432251741223948,0.4878004091724967,0.35677482587760523,2.3707603690184876e-07,1.9621906625384645e-07,0.03571428571428571,0.4878004091724967
ETTh1,2023,validation,mse,random_s20260717,4,0.0015467068587895483,0.06394598120823503,0.1772817765318212,0.09523809523809523,0.0,0.47104159316846306,0.0,0.0,0.0,0.5167996858090061,0.6415406050947878,0.48320031419099385,0.35845939490521217,2.3674055690622527e-07,1.9708217717441358e-07,0.09523809523809523,0.48320031419099385
ETTh1,2023,validation,mse,rgnb,4,0.07303975149989128,0.008213305611570831,0.03943366839666851,0.15476190476190477,0.09523809523809523,0.5724623441696167,0.0,2.0,0.0,0.565974111511777,0.6062872543571445,0.434025888488223,0.3937127456428556,2.418289607895325e-07,2.0107348041369162e-07,0.15476190476190477,0.434025888488223
ETTh2,2021,train,l1,dct,4,0.009259372251108289,0.0020981661759183873,0.00893167551909019,0.38095238095238093,0.40476190476190477,0.5470339017254966,0.0,0.0,0.0,0.42891275807932044,0.5082675197532893,0.5710872419206796,0.4917324802467107,2.7143846637534973e-07,2.3090029636849197e-07,0.40476190476190477,0.5710872419206796
ETTh2,2021,train,l1,random_s20260715,4,0.00032322063634637743,0.05894905422991585,0.1642933737353555,0.03571428571428571,0.0,0.5091955225382532,0.0,0.0,0.0,0.5101815784383449,0.6193917040218985,0.4898184215616551,0.38060829597810153,2.454877037506447e-07,2.10538260239906e-07,0.03571428571428571,0.4898184215616551
ETTh2,2021,train,l1,random_s20260716,4,0.0004810499376617372,0.06378593808040023,0.16465234197676182,0.0,0.0,0.5107191982013839,0.0,0.0,0.0,0.5113373358086204,0.6229031890417573,0.48866266419137966,0.3770968109582427,2.4489505537246456e-07,2.09803901422561e-07,0.0,0.48866266419137966
ETTh2,2021,train,l1,random_s20260717,4,0.000693006906658411,0.06111263352379735,0.1599135151620777,0.08333333333333333,0.0,0.5215445820774351,0.0,0.0,0.0,0.512022578847437,0.6186015724432405,0.48797742115256304,0.38139842755675946,2.4347000626729535e-07,2.1147413352685384e-07,0.08333333333333333,0.48797742115256304
ETTh2,2021,train,l1,rgnb,4,0.08910144120454788,0.0034165151359047737,0.015746104176200572,0.23809523809523808,0.30952380952380953,0.6445282906293869,0.0,2.0,0.0,0.5238410830682384,0.5244991631930813,0.4761589169317616,0.4755008368069186,2.556024056329584e-07,2.2032131589684583e-07,0.30952380952380953,0.4761589169317616
ETTh2,2021,train,mse,dct,4,0.01307720982003957,0.004727386475895487,0.016530327742830628,0.41666666666666663,0.38095238095238093,0.5097605969224657,0.0,0.0,0.0,0.4898098749209258,0.593020716919382,0.5101901250790741,0.40697928308061804,2.579738137547078e-07,2.0663838571197452e-07,0.41666666666666663,0.5101901250790741
ETTh2,2021,train,mse,random_s20260715,4,0.0009013761882670224,0.07449932854312162,0.19872326643339225,0.023809523809523808,0.0,0.4649919484342847,0.0,0.0,0.0,0.5320151739628705,0.6519438114730103,0.46798482603712954,0.34805618852698966,2.3681213591002541e-07,1.955147481593154e-07,0.023809523809523808,0.46798482603712954
ETTh2,2021,train,mse,random_s20260716,4,0.0010541435040067881,0.08666471598137702,0.19800162213366657,0.023809523809523808,0.0,0.4649674360241209,0.0,0.0,0.0,0.5314772841764112,0.6547122856050223,0.46852271582358884,0.34528771439497774,2.3410889926042758e-07,1.9320915531095016e-07,0.023809523809523808,0.46852271582358884
ETTh2,2021,train,mse,random_s20260717,4,0.001505337335402146,0.07806196833761142,0.1894748718256042,0.10714285714285714,0.0,0.466844627899783,0.0,0.0,0.0,0.5339305269086355,0.6492260363296166,0.4660694730913645,0.3507739636703834,2.359805733713996e-07,1.9477657319500642e-07,0.10714285714285714,0.4660694730913645
ETTh2,2021,train,mse,rgnb,4,0.07292750291526318,0.0036831945064477625,0.026851575005344956,0.26190476190476186,0.39285714285714285,0.6014326214790344,0.0,2.0,0.0,0.5649443858369586,0.6075852885530698,0.4350556141630414,0.3924147114469302,2.526614521799321e-07,2.0281268040516644e-07,0.39285714285714285,0.4350556141630414
ETTh2,2021,validation,l1,dct,4,0.012165210209786892,0.0031712677446193993,0.005102047160367614,0.3571428571428571,0.34523809523809523,0.5729141533374786,0.0,0.0,0.0,0.4620786021961023,0.5723378835957773,0.5379213978038977,0.42766211640422275,2.640326221922041e-07,2.241801346506302e-07,0.3571428571428571,0.5379213978038977
ETTh2,2021,validation,l1,random_s20260715,4,0.00047603980056010187,0.08162034681576881,0.21488806197331067,0.03571428571428571,0.0,0.5309501205171858,0.0,0.0,0.0,0.5391613626334706,0.6666665818584782,0.4608386373665294,0.33333341814152184,2.2970814593030992e-07,1.882805119225698e-07,0.03571428571428571,0.4608386373665294
ETTh2,2021,validation,l1,random_s20260716,4,0.0007612156332470477,0.09027655597864873,0.21781580855271646,0.0,0.0,0.5311360731720924,0.0,0.0,0.0,0.5425542504649933,0.6728634139931826,0.4574457495350067,0.3271365860068174,2.2888408331157102e-07,1.8905698500648027e-07,0.0,0.4574457495350067
ETTh2,2021,validation,l1,random_s20260717,4,0.001217094191815704,0.08518163710721724,0.2062015742551358,0.10714285714285714,0.0,0.536833755671978,0.0,0.0,0.0,0.545007377080917,0.6666049215277592,0.45499262291908305,0.3333950784722408,2.2861914299028697e-07,1.8975148461832034e-07,0.10714285714285714,0.45499262291908305
ETTh2,2021,validation,l1,rgnb,4,0.07769843190908432,0.005795607744948939,0.010391803084833857,0.15476190476190477,0.20238095238095238,0.6606953859329223,0.0,2.0,0.0,0.5569226461036092,0.5875036509166432,0.4430773538963908,0.41249634908335675,2.5240906930993293e-07,2.1813431113489707e-07,0.20238095238095238,0.4430773538963908
ETTh2,2021,validation,mse,dct,4,0.015757164685055614,0.003931913089694544,0.01190003507543311,0.3214285714285714,0.23809523809523808,0.5023627227970532,0.0,0.0,0.0,0.5576084891267064,0.7041042757201651,0.44239151087329365,0.2958957242798349,2.2462233861901466e-07,1.805384537865908e-07,0.3214285714285714,0.44239151087329365
ETTh2,2021,validation,mse,random_s20260715,4,0.00101707800058648,0.13294639433955863,0.3003384406190543,0.03571428571428571,0.0,0.47994486136095865,0.0,0.0,0.0,0.5968846471640563,0.7359185402394166,0.4031153528359437,0.2640814597605834,2.010899053198641e-07,1.5826769851695507e-07,0.03571428571428571,0.4031153528359437
ETTh2,2021,validation,mse,random_s20260716,4,0.0015531769022345543,0.14504302408368813,0.30699815201972214,0.0,0.0,0.4846114239522389,0.0,0.0,0.0,0.6005647352035172,0.7454037861850153,0.39943526479648284,0.25459621381498465,2.0027245392506222e-07,1.5797058588306148e-07,0.0,0.39943526479648284
ETTh2,2021,validation,mse,random_s20260717,4,0.0024195207515731454,0.13388584763742983,0.2860605837555513,0.13095238095238093,0.0,0.4931987981711115,0.0,0.0,0.0,0.603469807736787,0.7357639110380646,0.39653019226321295,0.2642360889619354,2.0024751305502568e-07,1.590950809818843e-07,0.13095238095238093,0.39653019226321295
ETTh2,2021,validation,mse,rgnb,4,0.062307918444275856,0.0059106449596583845,0.02340786607514712,0.20238095238095238,0.16666666666666666,0.60353524684906,0.0,2.0,0.0,0.6355478821534815,0.7192236697265143,0.36445211784651854,0.2807763302734857,2.2001925375865112e-07,1.787172890555351e-07,0.20238095238095238,0.36445211784651854
ETTh2,2022,train,l1,dct,4,0.009093866916373372,0.002929587956584458,0.010251436486474372,0.40476190476190477,0.41666666666666663,0.5420216279370444,0.0,0.0,0.0,0.42374777397136,0.49521432934619075,0.57625222602864,0.5047856706538092,2.8110261188064903e-07,2.3544771899728766e-07,0.41666666666666663,0.57625222602864
ETTh2,2022,train,l1,random_s20260715,4,0.0003639619972091168,0.04009759497074854,0.1352850287664859,0.10714285714285714,0.023809523809523808,0.5096862784453801,0.0,0.0,0.0,0.48931687377089667,0.5947334483264847,0.5106831262291034,0.40526655167351533,2.5737206792928786e-07,2.2132913543100932e-07,0.10714285714285714,0.5106831262291034
ETTh2,2022,train,l1,random_s20260716,4,0.00040484167402610183,0.04805713648550279,0.14081770568321061,0.08333333333333333,0.011904761904761904,0.512253714459283,0.0,0.0,0.0,0.4861379897925434,0.59671276535183,0.5138620102074566,0.40328723464816996,2.570601488598714e-07,2.2189703520873336e-07,0.08333333333333333,0.5138620102074566
