dataset,seed,split,loss,target,batch_count,negative_fraction,mean_short_norm,mean_long_norm,mean_norm_ratio,mean_cosine,mean_dot
ETTh1,2023,train,l1,all_params,4,0.0,0.3364667668938637,0.16196472570300102,2.080184118555943,0.5429792702198029,0.0297249061986804
ETTh1,2023,train,l1,basis_params,4,0.0,0.06330547202378511,0.026701055467128754,2.3775928717773818,0.5122668221592903,0.0008654472621856257
ETTh1,2023,train,l1,coeff_params,4,0.0,0.3238634541630745,0.15390444546937943,2.103944799035877,0.5450146049261093,0.02749500796198845
ETTh1,2023,train,l1,coeff_tensor,4,0.0,0.005328467697836459,0.0028757278341799974,1.8546736812005546,0.543425053358078,8.347224138560705e-06
ETTh1,2023,train,l1,encoder_params,4,0.0,0.06167564541101456,0.04064500704407692,1.653006023535677,0.48832491412758827,0.0013282431900734082
ETTh1,2023,train,mse,all_params,4,0.0,0.40490929782390594,0.28762923926115036,1.4163051645447626,0.4524674341082573,0.052668338641524315
ETTh1,2023,train,mse,basis_params,4,0.0,0.0854884684085846,0.03897456079721451,2.197092678613306,0.46955204010009766,0.001563256053486839
ETTh1,2023,train,mse,coeff_params,4,0.0,0.38787224888801575,0.2712692990899086,1.4374837842695842,0.45290371030569077,0.04783486481755972
ETTh1,2023,train,mse,coeff_tensor,4,0.0,0.007531877141445875,0.005102502531372011,1.4763804267810756,0.47462141513824463,1.8473223917681025e-05
ETTh1,2023,train,mse,encoder_params,4,0.0,0.07481345627456903,0.08426287770271301,1.2939521805338736,0.46331036649644375,0.0031641814566683024
ETTh1,2023,validation,l1,all_params,4,0.0,0.5379781201481819,0.3326311483979225,1.660036555362768,0.5208979994058609,0.09913402795791626
ETTh1,2023,validation,l1,basis_params,4,0.0,0.10487386025488377,0.055704571306705475,1.927331494532846,0.4379947930574417,0.002521923976019025
ETTh1,2023,validation,l1,coeff_params,4,0.0,0.5157955065369606,0.2860002927482128,1.844388411681006,0.5453673005104065,0.08570189960300922
ETTh1,2023,validation,l1,coeff_tensor,4,0.0,0.008230106206610799,0.00456364278215915,1.8037081315308812,0.5044638141989708,1.901722680486273e-05
ETTh1,2023,validation,l1,encoder_params,4,0.0,0.10848693922162056,0.15595498867332935,1.4123229968330917,0.5507373288273811,0.010492493456695229
ETTh1,2023,validation,mse,all_params,4,0.0,1.0615868270397186,0.9284783452749252,1.311002816154636,0.4796735793352127,0.49699147045612335
ETTh1,2023,validation,mse,basis_params,4,0.0,0.20491043105721474,0.15134082920849323,1.4193691012844694,0.3808743730187416,0.011610714951530099
ETTh1,2023,validation,mse,coeff_params,4,0.0,1.0089403539896011,0.7564534842967987,1.451173375408904,0.5108189955353737,0.404105044901371
ETTh1,2023,validation,mse,coeff_tensor,4,0.0,0.018114375416189432,0.01305468869395554,1.3864863828363003,0.49374599009752274,0.00011758564141928218
ETTh1,2023,validation,mse,encoder_params,4,0.0,0.25083077698946,0.5039501860737801,1.9771168850263745,0.5147154033184052,0.0779904630035162
ETTh2,2021,train,l1,all_params,4,0.0,0.2526131421327591,0.18037018179893494,1.414732813219216,0.5892429351806641,0.030368789564818144
ETTh2,2021,train,l1,basis_params,4,0.0,0.0473745409399271,0.020988432224839926,2.290352624577318,0.5024505704641342,0.0005016938448534347
ETTh2,2021,train,l1,coeff_params,4,0.0,0.23394664376974106,0.15346196852624416,1.5562228326724306,0.5969860851764679,0.02384939417243004
ETTh2,2021,train,l1,coeff_tensor,4,0.0,0.005775398458354175,0.00333728757686913,1.734954344904137,0.5243953466415405,1.0219191153737484e-05
ETTh2,2021,train,l1,encoder_params,4,0.0,0.0801825588569045,0.08894625212997198,1.2035967390746634,0.655555248260498,0.005773783370386809
ETTh2,2021,train,mse,all_params,4,0.0,0.42196111381053925,0.3166760541498661,1.6317114107060657,0.447574220597744,0.08537030918523669
ETTh2,2021,train,mse,basis_params,4,0.0,0.07069387100636959,0.03483619214966893,2.060877485550023,0.41204484552145004,0.0010566959390416741
ETTh2,2021,train,mse,coeff_params,4,0.0,0.3942108042538166,0.2595725618302822,1.6460212957923308,0.4706614464521408,0.0689343293197453
ETTh2,2021,train,mse,coeff_tensor,4,0.0,0.009517036145552993,0.006089596077799797,1.5729392852227826,0.4495643898844719,2.714121251301549e-05
ETTh2,2021,train,mse,encoder_params,4,0.0,0.12704327888786793,0.17468347027897835,1.88186236362426,0.4089872121112421,0.014828450730419718
ETTh2,2021,validation,l1,all_params,4,0.0,0.24703583866357803,0.21504294499754906,1.3042269966157978,0.6048781871795654,0.03237732918933034
ETTh2,2021,validation,l1,basis_params,4,0.0,0.05160856153815985,0.022938965819776058,2.332140454530301,0.533341072499752,0.0006340316249406897
ETTh2,2021,validation,l1,coeff_params,4,0.0,0.21917379274964333,0.1751925963908434,1.4256490021525012,0.5966813564300537,0.022792867617681623
ETTh2,2021,validation,l1,coeff_tensor,4,0.0,0.004662428400479257,0.0028362961602397263,1.6439917659394858,0.5861442536115646,7.76802471591509e-06
ETTh2,2021,validation,l1,encoder_params,4,0.0,0.09947144985198975,0.11765696108341217,1.224906216853202,0.6918806880712509,0.008681423671077937
ETTh2,2021,validation,mse,all_params,4,0.0,0.4257146865129471,0.457503505051136,1.214549927331323,0.682702824473381,0.13595524616539478
ETTh2,2021,validation,mse,basis_params,4,0.0,0.07010239083319902,0.03290443820878863,2.183256333574157,0.495121993124485,0.0011814587924163789
ETTh2,2021,validation,mse,coeff_params,4,0.0,0.38769832253456116,0.39342018216848373,1.2409154376760179,0.6774027943611145,0.10556654259562492
ETTh2,2021,validation,mse,coeff_tensor,4,0.0,0.006257885252125561,0.005281919147819281,1.1841708033866198,0.5939158946275711,1.9719256670214236e-05
ETTh2,2021,validation,mse,encoder_params,4,0.0,0.15681156888604164,0.2233034297823906,1.4893186035578716,0.7648554891347885,0.02789146453142166
ETTh2,2022,train,l1,all_params,4,0.0,0.27310826256871223,0.1710667908191681,1.6757252589279772,0.620908796787262,0.03280664095655084
ETTh2,2022,train,l1,basis_params,4,0.0,0.052186986431479454,0.020628368947654963,2.536610037515125,0.5330976694822311,0.0005783546439488418
ETTh2,2022,train,l1,coeff_params,4,0.0,0.25469211488962173,0.15489201806485653,1.7291631194480488,0.6317883282899857,0.028070278000086546
ETTh2,2022,train,l1,coeff_tensor,4,0.0,0.005400937283411622,0.0031239253585226834,1.7331872579599663,0.5208334848284721,8.92795299023419e-06
ETTh2,2022,train,l1,encoder_params,4,0.0,0.08020464982837439,0.0671934625133872,1.2559228177362516,0.5982349663972855,0.003906881873263046
ETTh2,2022,train,mse,all_params,4,0.0,0.4348307177424431,0.2947322688996792,1.5105664835454005,0.42978232726454735,0.08178875129669905
ETTh2,2022,train,mse,basis_params,4,0.0,0.08452377747744322,0.034059062134474516,2.4519254395411014,0.47341326624155045,0.0014511458066408522
ETTh2,2022,train,mse,coeff_params,4,0.0,0.4037121944129467,0.25744158029556274,1.569378275717512,0.45336006581783295,0.07042482914403081
ETTh2,2022,train,mse,coeff_tensor,4,0.0,0.009425873984582722,0.00600285199470818,1.560272440054379,0.4322066083550453,2.598749847493309e-05
ETTh2,2022,train,mse,encoder_params,4,0.25,0.13071265630424023,0.1355392076075077,1.5034570996778325,0.33199334144592285,0.009375000285217538
ETTh2,2022,validation,l1,all_params,4,0.0,0.23108262196183205,0.1969575211405754,1.2534457928463993,0.5697226226329803,0.026318034157156944
ETTh2,2022,validation,l1,basis_params,4,0.0,0.06169250514358282,0.02810722542926669,2.270284401354007,0.5420675501227379,0.0009275418269680813
ETTh2,2022,validation,l1,coeff_params,4,0.0,0.1934226229786873,0.16002222150564194,1.3476122926650553,0.5155618861317635,0.01581371994689107
ETTh2,2022,validation,l1,coeff_tensor,4,0.0,0.0041387805249542,0.0025352109223604202,1.6336767197401494,0.566894605755806,5.966809226265468e-06
