dataset,short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
ETTh2,96,720,1.6138850780951508e-14,6.8169370592841e-08,0.0
ETTh2,192,720,1.3999965534192312e-14,6.352758674665893e-08,0.0
ETTh2,336,720,9.496664895170936e-15,4.698296862670759e-08,0.0
ETTm1,96,720,4.727005597929615e-14,1.238198734654361e-07,0.0
ETTm1,192,720,4.452307392124183e-14,1.2031989626848372e-07,0.0
ETTm1,336,720,2.921460680793339e-14,9.095040098827667e-08,0.0
Weather,96,720,9.734271189402923e-15,5.5049881098057085e-08,0.0
Weather,192,720,0.0,0.0,0.0
Weather,336,720,0.0,0.0,0.0
