dataset,horizon,segment,target_mse,target_mae,fixed_mse,fixed_mae,relative_mse_pct,relative_mae_pct,target_wins_mse,target_wins_mae
ETTh2,96,1-96,0.32807284593582153,0.36667782068252563,0.3074484169483185,0.36609065532684326,6.708256686509451,0.16038796596928862,False,False
ETTh2,192,1-96,0.3266688287258148,0.3647453188896179,0.3041790723800659,0.3596230745315552,7.393590942919426,1.424336957447725,False,False
ETTh2,192,97-192,0.4628884196281433,0.4528845548629761,0.45050108432769775,0.4542715549468994,2.7496793529213637,-0.3053240003295987,False,True
ETTh2,336,1-96,0.29097485542297363,0.34540170431137085,0.28333091735839844,0.34809982776641846,2.6978834981520983,-0.7751004855015564,False,True
ETTh2,336,97-192,0.40255671739578247,0.42349275946617126,0.39427974820137024,0.4292934834957123,2.0992630821568214,-1.3512257354353574,False,True
ETTh2,336,193-336,0.4554894268512726,0.46487700939178467,0.4445280134677887,0.4647422432899475,2.4658543559433532,0.02899803144278401,False,False
ETTh2,720,1-96,0.2657807469367981,0.32521238923072815,0.2543378472328186,0.3262273371219635,4.499094345760013,-0.31111675072647005,False,True
ETTh2,720,97-192,0.3563999831676483,0.39367783069610596,0.3411703407764435,0.3901240825653076,4.463940903111574,0.9109276483087791,False,False
ETTh2,720,193-336,0.3790438771247864,0.423267662525177,0.35521161556243896,0.41422906517982483,6.709313693081698,2.182028762619148,False,False
ETTh2,720,337-720,0.49997296929359436,0.4990970492362976,0.48179948329925537,0.4977897107601166,3.7720019685141715,0.2626286658647059,False,False
ETTm1,96,1-96,0.295073926448822,0.34965282678604126,0.29047533869743347,0.3442326486110687,1.5831250157103849,1.5745683033966174,False,False
ETTm1,192,1-96,0.2944665849208832,0.3498425781726837,0.2987188696861267,0.35031452775001526,-1.4235072493784973,-0.13472166865666768,True,True
ETTm1,192,97-192,0.3575834035873413,0.39217567443847656,0.37668347358703613,0.39646369218826294,-5.070588793771858,-1.0815663159768452,True,True
ETTm1,336,1-96,0.291263610124588,0.3496566414833069,0.29374390840530396,0.35131213068962097,-0.8443743716018304,-0.47123029969513563,True,True
ETTm1,336,97-192,0.3542148172855377,0.39210212230682373,0.35962292551994324,0.391627699136734,-1.503827439973815,0.12114137256775681,True,False
ETTm1,336,193-336,0.3998431861400604,0.4154539704322815,0.4080162048339844,0.4164922535419464,-2.0031112973195375,-0.24929229795634944,True,True
ETTm1,720,1-96,0.2821275591850281,0.34789353609085083,0.29211053252220154,0.35281580686569214,-3.4175328260081517,-1.3951389589285323,True,True
ETTm1,720,97-192,0.34986433386802673,0.3918781280517578,0.3583531081676483,0.3930736482143402,-2.368829544419715,-0.3041466066253551,True,True
ETTm1,720,193-336,0.3995811343193054,0.4172768294811249,0.41059064865112305,0.4203362762928009,-2.6813845780429224,-0.7278569526901535,True,True
ETTm1,720,337-720,0.4630972146987915,0.44916248321533203,0.4573901295661926,0.4447166323661804,1.2477499542921322,0.9997041993902611,False,False
Weather,96,1-96,0.1486344188451767,0.1978558599948883,0.14708691835403442,0.1950538456439972,1.0520993358617226,1.4365337641202958,False,False
Weather,192,1-96,0.14959293603897095,0.19850262999534607,0.15198560059070587,0.20113612711429596,-1.5742705509177335,-1.3093108417332688,True,True
Weather,192,97-192,0.23451483249664307,0.281066358089447,0.23843136429786682,0.2826337516307831,-1.6426244142657809,-0.5545670084667109,True,True
Weather,336,1-96,0.1507619023323059,0.19923615455627441,0.15354138612747192,0.2040555626153946,-1.8102505554160153,-2.3618116543109524,True,True
Weather,336,97-192,0.23572124540805817,0.28209683299064636,0.2438506931066513,0.2894735634326935,-3.3337808455757068,-2.5483261250426104,True,True
Weather,336,193-336,0.31217676401138306,0.33283531665802,0.32024121284484863,0.34092363715171814,-2.5182420344419087,-2.3724727804950163,True,True
Weather,720,1-96,0.14823269844055176,0.1985616236925125,0.15367551147937775,0.20635920763015747,-3.541756904811977,-3.778645996557617,True,True
Weather,720,97-192,0.23152589797973633,0.28181034326553345,0.23720782995224,0.2855444550514221,-2.3953391309417094,-1.307716441286244,True,True
Weather,720,193-336,0.31189224123954773,0.3344099819660187,0.31677156686782837,0.3358266353607178,-1.5403294167233517,-0.4218406896693727,True,True
Weather,720,337-720,0.38795551657676697,0.3791240453720093,0.38935336470603943,0.3800938129425049,-0.3590178629450991,-0.25513900449684046,True,True
